Participant,Widget,Location,TaskType,SelectionMethod,SRC,Trials,A,W,ID,Ae,We,IDe(bits),PT(ms),ST(ms),MT(ms),ER(%),TP(bps),TRE,TAC,MDC,ODC,MV,ME,MO
P6,Vertical,Center,1D,DT500,0,7,500,60,3.222392419290665,513.5714285714286,45.88741076570033,3.607861681526935,7595.0,534.8571428571429,8130.285714285715,0.0,0.4437558295383846,0.1428571428571428,0.0,0.0,1.1428571428571428,6.642644541817639e-14,20.000000000000004,-20.000000000000004
P6,Joystick,Front,2D,DT500,0,7,500,60,3.222392419290665,494.1143902184764,35.48280478152374,3.8997035196409136,6162.428571428572,505.7142857142857,6668.571428571428,0.0,0.5847884455331276,0.1428571428571428,1.5714285714285714,1.5714285714285714,0.5714285714285714,19.21406119784813,24.82115489307233,8.676795015935175
P6,Joystick,Front,2D,DT500,0,7,250,40,2.857980993313141,235.0922740456474,28.53041095113749,3.207902086292489,4529.285714285715,502.57142857142856,5032.428571428572,0.0,0.637446123826821,0.2857142857142857,1.1428571428571428,1.5714285714285714,0.4285714285714285,12.49973753206287,18.33713669079194,-0.4748259054324498
P6,Joystick,Front,2D,DT500,0,7,500,40,3.754887499779624,503.8714895449437,35.18240731194742,3.937503418464456,6088.285714285715,503.2857142857143,6592.428571428572,0.0,0.5972766144982598,0.0,1.0,1.7142857142857142,0.1428571428571428,14.607262219585866,21.548878926222223,12.260091142246203
P6,Joystick,Front,2D,DT500,0,7,100,60,1.4150374983804868,91.8703690521436,53.67264443354641,1.4391867103047675,2426.714285714286,502.7142857142857,2929.8571428571427,0.0,0.4912139534903396,0.1428571428571428,0.4285714285714285,0.4285714285714285,0.1428571428571428,9.092234765529785,16.605648525303177,-3.4579816017548164
P6,Joystick,Front,2D,DT500,0,7,250,60,2.3692338081615767,246.92233208130097,43.74521312991968,2.732172930972041,3717.0,502.1428571428572,4219.714285714285,0.0,0.6474781812175601,0.0,1.0,1.1428571428571428,0.1428571428571428,11.03385766039143,17.776909122935656,-5.519549394777674
P6,Joystick,Front,2D,DT500,0,7,100,40,1.8073549209101785,97.3263880892844,38.24627881177477,1.8256750496524443,3348.285714285714,503.2857142857143,3852.142857142857,0.0,0.4739375244786616,0.1428571428571428,0.5714285714285714,0.7142857142857143,0.2857142857142857,7.867271435423832,9.279501312527088,-0.5383757519777859
P6,Joystick,Rear,2D,DT500,0,7,500,60,3.222392419290665,502.871498080908,67.42917456058451,3.080277890315993,5821.285714285715,503.0,6324.571428571428,0.0,0.4870334575400242,0.0,1.0,2.2857142857142856,0.0,17.606024243959208,27.77625383467388,14.738125186291652
P6,Joystick,Rear,2D,DT500,0,7,500,40,3.754887499779624,493.2676392606667,35.95764403798609,3.87951158136488,7723.428571428572,502.0,8226.142857142857,0.0,0.4716076110927558,0.1428571428571428,1.4285714285714286,3.4285714285714284,1.2857142857142858,13.383507432215906,18.93673091831932,11.475430916154924
P6,Joystick,Rear,2D,DT500,0,7,100,40,1.8073549209101785,93.7945859277677,45.48129700319129,1.6146001591978822,4038.285714285714,502.7142857142857,4541.142857142857,0.0,0.3555492989299477,0.1428571428571428,0.8571428571428571,1.4285714285714286,1.0,9.405329281239002,12.84063882600388,-4.7432662671169945
P6,Joystick,Rear,2D,DT500,0,7,100,60,1.4150374983804868,96.52139559915602,49.45503092340397,1.5615462136928029,2340.428571428572,504.4285714285714,2845.428571428572,0.0,0.5487912187895179,0.0,0.5714285714285714,0.7142857142857143,0.1428571428571428,8.42867405013043,11.927557344442985,-8.042940111324762
P6,Joystick,Rear,2D,DT500,0,7,250,60,2.3692338081615767,246.9760445695682,53.6747860668137,2.485772501815156,3568.1428571428573,503.8571428571428,4073.0,0.0,0.6103050581426849,0.2857142857142857,1.4285714285714286,1.8571428571428568,0.7142857142857143,10.086001913830078,13.709706043920464,-2.330935490116365
P6,Joystick,Rear,2D,DT500,0,7,250,40,2.857980993313141,244.7933564877783,27.074115410173857,3.327917438888904,3948.428571428572,502.7142857142857,4451.714285714285,0.0,0.7475586314171854,0.1428571428571428,1.1428571428571428,1.5714285714285714,0.2857142857142857,9.029899757428543,13.305265795294847,9.78769279150416
P12,Vertical,Left,1D,DT500,0,7,100,60,1.4150374983804868,72.28571428571429,22.43741663153968,2.0778101878786264,3455.714285714286,520.8571428571429,3977.0,0.0,0.5224566728384779,0.0,0.0,0.0,0.5714285714285714,6.530664396580245e-15,8.202302926095583e-15,-1.654302368505413e-16
P12,Vertical,Left,1D,DT500,0,7,100,40,1.8073549209101785,87.14285714285714,40.62267808664507,1.6531414616793814,4091.714285714286,520.2857142857143,4612.428571428572,0.0,0.3584102032321265,0.0,0.0,0.0,1.4285714285714286,1.2144488049466863e-14,7.0,7.0
P12,Vertical,Left,1D,DT500,0,7,250,60,2.3692338081615767,255.8571428571429,38.37839009545056,2.938605380896907,4503.428571428572,525.2857142857143,5029.142857142857,0.0,0.5843153524110428,0.0,0.0,0.0,0.4285714285714285,2.6301090753050374e-14,7.0,7.0
P12,Vertical,Left,1D,DT500,0,7,500,40,3.754887499779624,494.1428571428572,59.71897246923549,3.213264866313999,7122.571428571428,519.0,7642.285714285715,14.285714285714285,0.4204586149281814,0.4285714285714285,0.0,0.0,1.4285714285714286,4.971063115230166e-14,6.999999999999984,6.999999999999984
P12,Vertical,Left,1D,DT500,0,7,500,60,3.222392419290665,517.5714285714286,49.53534394587433,3.517090208615516,7413.428571428572,527.8571428571429,7941.857142857143,0.0,0.442854882095023,0.2857142857142857,0.0,0.0,1.2857142857142858,4.5875178112478924e-14,6.999999999999992,6.999999999999992
P12,Vertical,Left,1D,DT500,0,7,250,40,2.857980993313141,263.7142857142857,34.067441145375206,3.127789731097744,6899.571428571428,519.2857142857143,7419.714285714285,0.0,0.4215512364296701,0.7142857142857143,0.0,0.0,2.4285714285714284,3.7778768493913056e-14,6.999999999999994,6.999999999999994
P12,Joystick,Rear,2D,DT500,0,7,500,40,3.754887499779624,491.1473736462408,38.28811923704712,3.7894862127018953,12205.857142857143,504.8571428571428,12711.142857142857,0.0,0.2981231707715757,1.0,2.2857142857142856,4.0,3.2857142857142856,40.94069718747964,41.22248077966036,19.017611803773097
P12,Joystick,Rear,2D,DT500,0,7,500,60,3.222392419290665,498.17220415498,55.17541804489312,3.326088527768565,10021.285714285714,502.8571428571428,10524.857142857143,0.0,0.3160222017859754,0.2857142857142857,1.4285714285714286,3.7142857142857135,2.4285714285714284,43.95233865841154,55.06898211916147,11.300822048583465
P12,Joystick,Rear,2D,DT500,0,7,100,60,1.4150374983804868,99.77034793873692,50.642008748465706,1.57051655482011,4225.857142857143,502.7142857142857,4729.285714285715,0.0,0.3320832467524775,0.1428571428571428,0.5714285714285714,1.7142857142857142,1.2857142857142858,14.683908472681743,24.74026440668226,3.663120396605161
P12,Joystick,Rear,2D,DT500,0,7,250,40,2.857980993313141,243.0975916776169,41.62809323618384,2.773943258906453,11535.142857142857,501.8571428571428,12037.142857142857,0.0,0.2304486448177684,1.1428571428571428,2.142857142857143,3.857142857142857,3.142857142857143,33.406686572996726,30.323005661137767,2.224512628627621
P12,Joystick,Rear,2D,DT500,0,7,100,40,1.8073549209101785,102.21605293912413,62.012104128589165,1.4050797513971582,7693.571428571428,501.1428571428572,8195.142857142857,0.0,0.1714527465707929,1.0,1.5714285714285714,2.7142857142857144,2.571428571428572,28.69847852879897,29.352674757092803,15.325839140853825
P12,Joystick,Rear,2D,DT500,0,7,250,60,2.3692338081615767,273.788145952039,58.79740287446138,2.499901145207018,5616.142857142857,503.1428571428572,6120.142857142857,0.0,0.4084710444772327,0.4285714285714285,1.4285714285714286,3.2857142857142856,1.1428571428571428,20.977356831502163,24.84655722600164,3.2288281392641056
P12,Vertical,Right,1D,DT500,0,7,100,40,1.8073549209101785,99.28571428571428,32.34059546777408,2.025029738000644,3495.0,515.0,4010.285714285714,0.0,0.5049589685809528,0.1428571428571428,0.0,0.0,0.4285714285714285,1.0358849521248435e-14,0.9999999999999966,0.9999999999999966
P12,Vertical,Right,1D,DT500,0,7,250,40,2.857980993313141,263.2857142857143,21.96113969144508,3.6991861413443607,3668.285714285714,513.2857142857143,4182.0,0.0,0.8845495316461885,0.0,0.0,0.0,0.5714285714285714,2.8153965710566682e-14,8.000000000000005,8.000000000000005
P12,Vertical,Right,1D,DT500,0,7,500,40,3.754887499779624,505.8571428571428,56.23292261891959,3.321314378690849,6193.571428571428,516.5714285714286,6710.714285714285,0.0,0.4949271027320052,0.1428571428571428,0.0,0.0,1.1428571428571428,4.6490046081411465e-14,8.000000000000005,8.000000000000005
P12,Vertical,Right,1D,DT500,0,7,250,60,2.3692338081615767,268.2857142857143,18.54802665919395,3.950877128678175,4261.571428571428,517.8571428571429,4779.857142857143,0.0,0.8265680355284744,0.2857142857142857,0.0,0.0,0.7142857142857143,2.6636406009449785e-14,8.000000000000002,8.000000000000002
P12,Vertical,Right,1D,DT500,0,7,100,60,1.4150374983804868,109.28571428571428,37.27103567301585,1.975332600670896,3221.0,518.1428571428571,3739.714285714286,0.0,0.528204148701057,0.0,0.0,0.0,0.5714285714285714,1.1144768707024556e-14,8.0,8.0
P12,Vertical,Right,1D,DT500,0,7,500,60,3.222392419290665,531.2857142857143,59.9703932750502,3.301460840310725,5758.0,516.5714285714286,6275.285714285715,14.285714285714285,0.5261052628719256,0.0,0.0,0.0,0.8571428571428571,4.5446306863142144e-14,7.999999999999987,7.999999999999987
P12,Horizontal,Front,1D,DT500,0,7,250,60,2.3692338081615767,260.2857142857143,35.0209722296149,3.0759229806678023,5994.857142857143,531.1428571428571,6526.571428571428,0.0,0.4712923185368519,0.0,0.0,0.0,0.8571428571428571,2.966439079379332e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,0,7,500,40,3.754887499779624,503.57142857142856,47.232445437840326,3.5436885668736884,6072.857142857143,519.4285714285714,6592.714285714285,0.0,0.5375158718090494,0.1428571428571428,0.0,0.0,0.5714285714285714,7.41067052812314e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,7,250,40,2.857980993313141,252.57142857142856,48.53184551689608,2.6332547663059023,4214.571428571428,513.7142857142857,4728.714285714285,0.0,0.5568648489212205,0.1428571428571428,0.0,0.0,0.7142857142857143,3.835122611465974e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,7,100,40,1.8073549209101785,93.57142857142856,30.80796099537117,2.013372333687338,6163.857142857143,524.0,6688.571428571428,0.0,0.3010167948699566,0.0,0.0,0.0,0.8571428571428571,1.1185830743837731e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,7,500,60,3.222392419290665,517.7142857142857,47.08585419931213,3.5843748363449173,5121.285714285715,525.4285714285714,5647.285714285715,0.0,0.6347075422937548,0.0,0.0,0.0,0.4285714285714285,7.019621570410035e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,7,100,60,1.4150374983804868,107.57142857142856,63.385657877192045,1.4314058779425416,3766.285714285714,526.1428571428571,4293.0,0.0,0.333427877461575,0.0,0.0,0.0,0.5714285714285714,1.2296340370134761e-14,22.0,22.0
P12,Joystick,Front,2D,DT500,0,7,250,60,2.3692338081615767,252.8273639422828,73.2391272757793,2.1544796812445,6392.142857142857,506.7142857142857,6899.142857142857,0.0,0.3122822248873876,0.1428571428571428,1.0,1.7142857142857142,1.0,11.663653699366238,20.00676526190596,-0.6795457822483105
P12,Joystick,Front,2D,DT500,0,7,500,60,3.222392419290665,493.0373029010194,61.069737317292656,3.181635150567788,7263.714285714285,503.7142857142857,7768.0,0.0,0.4095822799392105,0.1428571428571428,1.4285714285714286,2.7142857142857144,0.5714285714285714,19.24714389659272,22.694175766107488,5.404925536344261
P12,Joystick,Front,2D,DT500,0,7,100,60,1.4150374983804868,94.7621486658784,44.7831987061054,1.639704539180445,2820.0,504.8571428571428,3325.428571428572,0.0,0.4930806673366747,0.1428571428571428,0.8571428571428571,0.7142857142857143,1.0,10.26211677209461,14.77973884732232,5.939978849299329
P12,Joystick,Front,2D,DT500,0,7,100,40,1.8073549209101785,95.32365560476082,40.92883604081816,1.7350930673176537,3955.285714285714,504.57142857142856,4460.714285714285,0.0,0.3889720246989135,0.1428571428571428,1.1428571428571428,0.8571428571428571,0.7142857142857143,10.5344155154489,12.164385136568312,0.8414417643886625
P12,Joystick,Front,2D,DT500,0,7,250,40,2.857980993313141,247.17395395711583,42.27763384653083,2.775355528074187,7718.714285714285,502.8571428571428,8221.857142857143,0.0,0.3375582280075636,0.4285714285714285,1.4285714285714286,2.0,1.4285714285714286,16.5646515597295,19.66284879671933,-9.361568138733022
P12,Joystick,Front,2D,DT500,0,7,500,40,3.754887499779624,487.4955695313609,35.24029217370378,3.890784344031864,11868.42857142857,501.4285714285714,12370.142857142857,0.0,0.3145302676747357,0.8571428571428571,2.0,3.2857142857142856,2.142857142857143,33.58303565414319,45.08678497389183,-15.224959449017836
P12,Vertical,Center,1D,DT500,0,7,250,40,2.857980993313141,253.1428571428572,56.815662769867,2.447714551245172,5801.857142857143,515.7142857142857,6318.0,0.0,0.3874192072246236,0.1428571428571428,0.0,0.0,1.5714285714285714,3.0634947652901356e-14,7.000000000000002,7.000000000000002
P12,Vertical,Center,1D,DT500,0,7,100,40,1.8073549209101785,101.14285714285714,36.76571679113458,1.9072791350734348,3844.428571428572,512.8571428571429,4357.714285714285,0.0,0.4376787944372555,0.1428571428571428,0.0,0.0,1.4285714285714286,1.3251264807878302e-14,14.0,14.0
P12,Vertical,Center,1D,DT500,0,7,500,60,3.222392419290665,536.1428571428571,63.23792801822167,3.2446108289966755,7394.285714285715,513.1428571428571,7908.142857142857,28.57142857142857,0.4102873313759186,0.1428571428571428,0.0,0.0,2.142857142857143,6.77177761595832e-14,14.0,14.0
P12,Vertical,Center,1D,DT500,0,7,500,40,3.754887499779624,494.1428571428572,26.96474310865879,4.272435099067528,7583.714285714285,519.5714285714286,8103.714285714285,0.0,0.5272193649027377,0.0,0.0,0.0,1.1428571428571428,6.499596676513084e-14,14.0,14.0
P12,Vertical,Center,1D,DT500,0,7,250,60,2.3692338081615767,260.1428571428572,52.747765264362016,2.568476540465398,3445.1428571428573,520.2857142857143,3965.857142857143,0.0,0.647647267146637,0.0,0.0,0.0,0.4285714285714285,3.343432777889155e-14,14.0,14.0
P12,Vertical,Center,1D,DT500,0,7,100,60,1.4150374983804868,83.57142857142857,24.432930391800213,2.1441907277406984,3778.142857142857,513.1428571428571,4291.857142857143,0.0,0.4995950835197845,0.0,0.0,0.0,1.0,9.921597151928635e-15,14.0,14.0
P12,Horizontal,Rear,1D,DT500,0,7,100,60,1.4150374983804868,91.57142857142856,29.554911854453984,2.0350428068314192,3892.285714285714,526.5714285714286,4419.571428571428,0.0,0.4604615718337245,0.0,0.0,0.0,0.7142857142857143,9.156238170268132e-15,3.0,3.0
P12,Horizontal,Rear,1D,DT500,0,7,250,40,2.857980993313141,248.57142857142856,39.34113831938754,2.871520152511399,8919.285714285714,516.7142857142857,9436.57142857143,0.0,0.3042969763167583,0.4285714285714285,0.0,0.0,0.7142857142857143,4.43011893884611e-14,9.999999999999998,9.999999999999998
P12,Horizontal,Rear,1D,DT500,0,7,500,40,3.754887499779624,510.4285714285714,15.251429246185896,5.107168493483285,10101.285714285714,520.5714285714286,10622.285714285714,0.0,0.4807975073213056,0.4285714285714285,0.0,0.0,1.1428571428571428,6.257842268933294e-14,9.999999999999986,9.999999999999986
P12,Horizontal,Rear,1D,DT500,0,7,100,40,1.8073549209101785,105.42857142857144,36.499295043303285,1.959217373520751,3794.571428571429,518.7142857142857,4313.714285714285,0.0,0.4541833890132885,0.0,0.0,0.0,0.7142857142857143,1.1909229804266844e-14,10.0,10.0
P12,Horizontal,Rear,1D,DT500,0,7,500,60,3.222392419290665,532.2857142857143,62.44196228046705,3.25164143244397,7191.571428571428,517.8571428571429,7710.142857142857,28.57142857142857,0.4217355621928034,0.1428571428571428,0.0,0.0,1.1428571428571428,5.603492532816123e-14,9.99999999999999,9.99999999999999
P12,Horizontal,Rear,1D,DT500,0,7,250,60,2.3692338081615767,259.7142857142857,44.87483326307933,2.7628859191370343,4931.714285714285,521.2857142857143,5453.714285714285,0.0,0.5066062823229055,0.0,0.0,0.0,0.5714285714285714,2.93585974728482e-14,9.999999999999996,9.999999999999996
P12,Horizontal,Center,1D,DT500,0,7,500,60,3.222392419290665,538.1428571428571,60.35566772698513,3.3097865298336635,6318.571428571428,513.2857142857143,6832.0,42.85714285714285,0.4844535318843184,0.0,0.0,0.0,0.8571428571428571,6.69262349906507e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,0,7,250,40,2.857980993313141,255.8571428571429,56.93720903187084,2.457770779259133,8519.0,515.7142857142857,9035.142857142857,0.0,0.2720234553143903,0.8571428571428571,0.0,0.0,1.4285714285714286,5.3440619260276205e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,7,500,40,3.754887499779624,493.57142857142856,59.69854059118902,3.2122160476228463,7799.571428571428,522.5714285714286,8322.42857142857,0.0,0.3859709963327999,0.2857142857142857,0.0,0.0,0.8571428571428571,7.386704880430153e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,7,250,60,2.3692338081615767,261.1428571428572,78.87327211320456,2.107994783144298,3790.571428571429,525.8571428571429,4316.714285714285,0.0,0.4883331727838663,0.1428571428571428,0.0,0.0,0.8571428571428571,3.6198046157741325e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,7,100,40,1.8073549209101785,101.57142857142856,28.41856549881929,2.193494937501639,3463.1428571428573,522.8571428571429,3986.714285714286,0.0,0.5502011883223374,0.0,0.0,0.0,0.8571428571428571,1.2017306851767376e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,7,100,60,1.4150374983804868,98.28571428571428,50.37381289931743,1.5612660827724525,3900.857142857143,525.7142857142857,4427.0,0.0,0.3526690948209741,0.0,0.0,0.0,1.1428571428571428,1.1357917270834712e-14,28.0,28.0
P12,Joystick,Center,2D,DT500,0,7,500,40,3.754887499779624,479.87652294318895,53.14038244172081,3.326300772918038,11023.42857142857,501.2857142857143,11525.285714285714,0.0,0.2886089642701918,0.4285714285714285,1.5714285714285714,2.142857142857143,1.5714285714285714,23.78506571681794,23.43015473667992,1.8342121192203649
P12,Joystick,Center,2D,DT500,0,7,100,40,1.8073549209101785,106.55383161817872,51.82871471934711,1.611589836586331,3769.857142857143,501.8571428571428,4272.428571428572,0.0,0.3772069701442577,0.1428571428571428,0.7142857142857143,1.1428571428571428,0.8571428571428571,9.874555679751866,13.365061109688542,-0.1452437351294219
P12,Joystick,Center,2D,DT500,0,7,100,60,1.4150374983804868,85.93477925200867,53.96040913625681,1.3743731496666485,3026.0,503.8571428571428,3530.285714285714,0.0,0.3893093253345151,0.1428571428571428,0.7142857142857143,0.8571428571428571,1.0,11.766306518514522,15.676801046056791,-5.758543073386924
P12,Joystick,Center,2D,DT500,0,7,500,60,3.222392419290665,499.3112629331229,57.44755704086935,3.2767350571349296,9988.42857142857,502.2857142857143,10491.0,0.0,0.3123377234901277,0.0,1.1428571428571428,2.2857142857142856,1.7142857142857142,24.41645694745693,41.266731501180246,-2.445745372929842
P12,Joystick,Center,2D,DT500,0,7,250,40,2.857980993313141,247.42934747309403,41.80217702092422,2.790574820482049,9550.142857142857,502.7142857142857,10053.57142857143,0.0,0.2775704972415537,0.5714285714285714,1.7142857142857142,3.2857142857142856,1.7142857142857142,25.973378474676544,26.68585879405116,4.90313698537956
P12,Joystick,Center,2D,DT500,0,7,250,60,2.3692338081615767,280.52179891829053,32.229606822393244,3.278557873089574,4558.142857142857,505.0,5063.571428571428,0.0,0.6474793373290173,0.2857142857142857,1.1428571428571428,1.5714285714285714,1.1428571428571428,23.441400737787625,27.32206080362449,-12.6655365429263
P2,Horizontal,Front,1D,DT500,0,7,500,60,3.222392419290665,503.2857142857143,19.88134045488818,4.7177847544745966,4734.285714285715,515.2857142857143,5250.285714285715,0.0,0.8985767653820791,0.0,0.0,0.0,0.0,7.0442067252113e-14,13.0,-13.0
P2,Horizontal,Front,1D,DT500,0,7,500,40,3.754887499779624,506.4285714285714,25.79313787246319,4.366968155813034,4713.285714285715,507.7142857142857,5221.857142857143,0.0,0.8362864085216327,0.0,0.0,0.0,0.0,4.003960208654842e-14,6.000000000000005,-6.000000000000005
P2,Horizontal,Front,1D,DT500,0,7,250,40,2.857980993313141,270.0,16.702234918042198,4.101440081139049,2798.428571428572,517.0,3316.1428571428573,0.0,1.2368104324289553,0.0,0.0,0.0,0.0,2.0019111317708705e-14,6.000000000000007,-6.000000000000007
P2,Horizontal,Front,1D,DT500,0,7,100,40,1.8073549209101785,101.0,43.12812822729688,1.7406509108900552,1403.0,513.1428571428571,1916.857142857143,0.0,0.9080754491153964,0.0,0.0,0.0,0.0,8.340919117777871e-15,5.999999999999998,-5.999999999999998
P2,Horizontal,Front,1D,DT500,0,7,100,60,1.4150374983804868,87.28571428571429,79.52536181955274,1.0687281491596623,1499.428571428571,513.1428571428571,2013.142857142857,0.0,0.5308754643852993,0.0,0.0,0.0,0.1428571428571428,7.858829075100172e-15,5.999999999999998,-5.999999999999998
P2,Horizontal,Front,1D,DT500,0,7,250,60,2.3692338081615767,250.0,34.79965004860596,3.032802668384255,2859.428571428572,520.0,3380.0,0.0,0.8972788959716731,0.0,0.0,0.0,0.1428571428571428,2.029529946913537e-14,5.999999999999999,-5.999999999999999
P2,Vertical,Center,1D,DT500,0,7,100,60,1.4150374983804868,104.57142857142856,32.4410323414573,2.078415472076607,1382.2857142857142,516.1428571428571,1898.857142857143,0.0,1.0945612627547583,0.0,0.0,0.0,0.0,1.3789753498769016e-14,24.0,24.0
P2,Vertical,Center,1D,DT500,0,7,250,60,2.3692338081615767,264.57142857142856,48.72418407487724,2.684814633094959,2830.1428571428573,514.4285714285714,3344.8571428571427,0.0,0.802669446983203,0.0,0.0,0.0,0.0,3.4969673449403554e-14,31.0,31.0
P2,Vertical,Center,1D,DT500,0,7,500,40,3.754887499779624,516.5714285714286,27.723204720866267,4.29522186500423,5220.714285714285,515.7142857142857,5736.714285714285,0.0,0.7487250804350327,0.0,0.0,0.0,0.0,7.064378292755087e-14,31.0,31.0
P2,Vertical,Center,1D,DT500,0,7,250,40,2.857980993313141,268.57142857142856,31.62860834790736,3.246622168236542,2707.714285714286,520.5714285714286,3228.714285714286,0.0,1.0055464438589352,0.0,0.0,0.0,0.0,3.6120501422716215e-14,31.0,31.0
P2,Vertical,Center,1D,DT500,0,7,500,60,3.222392419290665,501.57142857142856,65.08231844514306,3.12212989505939,5143.857142857143,516.7142857142857,5661.428571428572,0.0,0.5514738648855848,0.0,0.0,0.0,0.0,6.786005676001702e-14,31.0,31.0
P2,Vertical,Center,1D,DT500,0,7,100,40,1.8073549209101785,100.14285714285714,27.91324209528739,2.197754361067371,3608.285714285714,511.2857142857143,4119.857142857143,0.0,0.5334540215496929,0.4285714285714285,0.0,0.0,0.5714285714285714,1.5363002707368127e-14,31.0,31.0
P2,Joystick,Center,2D,DT500,0,7,250,60,2.3692338081615767,250.34909771605092,40.107518948673416,2.8563780644226373,4070.0,500.0,4570.142857142857,0.0,0.6250084852289226,0.0,1.2857142857142858,1.5714285714285714,0.1428571428571428,14.31287594333263,17.363722726153867,-1.8934524164633264
P2,Joystick,Center,2D,DT500,0,7,100,60,1.4150374983804868,103.4826312809143,48.07774319084411,1.65645152703964,2967.5714285714284,500.8571428571428,3468.8571428571427,0.0,0.4775208256847656,0.1428571428571428,0.8571428571428571,0.8571428571428571,0.5714285714285714,12.215371467889977,16.518133268090164,-3.649013583957593
P2,Joystick,Center,2D,DT500,0,7,100,40,1.8073549209101785,98.14479069299168,36.97841571638923,1.8695201458195587,6745.142857142857,501.0,7246.428571428572,0.0,0.2579919373235467,1.5714285714285714,2.142857142857143,2.7142857142857144,2.142857142857143,15.833170865730288,17.37363598111271,1.394301421755641
P2,Joystick,Center,2D,DT500,0,7,500,60,3.222392419290665,497.62610217652906,46.7105310826089,3.5426793755885706,5302.714285714285,500.0,5803.0,0.0,0.6104910176785405,0.0,1.1428571428571428,1.8571428571428568,0.0,13.30582772209849,17.013568803895307,7.090946985862632
P2,Joystick,Center,2D,DT500,0,7,500,40,3.754887499779624,495.693915095162,25.13046333986245,4.373287800020635,8742.57142857143,500.0,9243.0,0.0,0.4731459266494249,0.7142857142857143,1.5714285714285714,2.2857142857142856,1.0,21.679624683100663,24.23126803661217,12.024775815951177
P2,Joystick,Center,2D,DT500,0,7,250,40,2.857980993313141,249.4010895526628,32.7362339363406,3.107437263377272,3587.8571428571427,500.0,4088.428571428572,0.0,0.7600566352297741,0.0,1.0,1.2857142857142858,0.0,11.349492285846168,13.197179615022748,4.3043949158399695
P2,Joystick,Front,2D,DT500,0,7,500,40,3.754887499779624,487.9521620503056,22.29221545676312,4.516576469592019,4982.142857142857,500.0,5482.571428571428,0.0,0.8238062245855473,0.0,0.8571428571428571,1.5714285714285714,0.0,13.04545068478082,14.810190662841922,9.937226321464117
P2,Joystick,Front,2D,DT500,0,7,250,40,2.857980993313141,250.98043932976324,41.01267189797447,2.8317926906061475,3133.5714285714284,500.0,3633.571428571429,0.0,0.7793414127872236,0.0,0.7142857142857143,1.0,0.0,10.603406305965915,13.274360744116716,1.6391363404658656
P2,Joystick,Front,2D,DT500,0,7,100,40,1.8073549209101785,91.90099615177796,38.6557937000091,1.7559209230917423,3917.0,500.0,4417.285714285715,0.0,0.3975112855872124,0.5714285714285714,1.4285714285714286,1.7142857142857142,1.1428571428571428,13.065551126730329,12.90822803494569,2.4406967153408288
P2,Joystick,Front,2D,DT500,0,7,100,60,1.4150374983804868,88.00342479366125,61.89545761957005,1.276084184339295,1532.7142857142858,500.0,2033.428571428572,0.0,0.627552992157866,0.0,0.7142857142857143,0.5714285714285714,0.0,6.463226382500436,8.665802072709303,-0.0699280996894275
P2,Joystick,Front,2D,DT500,0,7,500,60,3.222392419290665,469.4179557915664,38.016169484156606,3.738535464253783,5737.571428571428,500.0,6238.0,0.0,0.5993163616950598,0.0,1.1428571428571428,1.8571428571428568,0.0,16.213934468805448,19.95453072836312,3.087926343044436
P2,Joystick,Front,2D,DT500,0,7,250,60,2.3692338081615767,243.37201715366743,14.280782312396264,4.173281346586927,2834.714285714286,500.0,3335.285714285714,0.0,1.251251528081059,0.0,1.1428571428571428,1.1428571428571428,0.0,12.092876475392137,14.623033903584949,-1.0571805285454092
P2,Vertical,Left,1D,DT500,0,7,100,60,1.4150374983804868,95.28571428571428,47.14627049753758,1.5950575996368437,2096.428571428572,513.8571428571429,2610.5714285714284,0.0,0.6109994088572784,0.0,0.0,0.0,0.0,1.2261354496475963e-14,15.0,-15.0
P2,Vertical,Left,1D,DT500,0,7,250,40,2.857980993313141,240.7142857142857,28.217522086718745,3.2525771886354256,2612.8571428571427,511.2857142857143,3124.8571428571427,0.0,1.0408722830962778,0.0,0.0,0.0,0.0,2.070636794147064e-14,8.000000000000005,-8.000000000000005
P2,Vertical,Left,1D,DT500,0,7,500,60,3.222392419290665,505.57142857142856,27.29450764130855,4.287090030121493,4489.285714285715,515.7142857142857,5005.714285714285,0.0,0.8564392183461887,0.0,0.0,0.0,0.0,3.790229569152223e-14,8.00000000000001,-8.00000000000001
P2,Vertical,Left,1D,DT500,0,7,100,40,1.8073549209101785,105.28571428571428,27.294507641308645,2.2801829934467013,1883.857142857143,516.0,2400.0,0.0,0.9500762472694588,0.0,0.0,0.0,0.0,1.3910634756069094e-14,8.0,-8.0
P2,Vertical,Left,1D,DT500,0,7,500,40,3.754887499779624,504.8571428571428,38.2829081200495,3.8265519167550894,4576.428571428572,519.2857142857143,5096.285714285715,0.0,0.7508511357651407,0.0,0.0,0.0,0.0,3.9295871356519153e-14,8.000000000000004,-8.000000000000004
