Participant,Widget,Location,Duration of Incorrect Selection (s)
P4,Vertical,Right,0.2833867800000007
P4,Vertical,Right,0.1000165099976584
P4,Vertical,Right,0.2667034769983729
P4,Vertical,Right,0.1000146699989272
P4,Vertical,Right,0.3167187700018985
P4,Vertical,Right,0.0666805910004768
P4,Vertical,Right,0.0500050640002882
P4,Vertical,Right,0.183353692998935
P4,Vertical,Right,0.08335066699874
P4,Vertical,Right,0.316718600999593
P4,Vertical,Right,0.1667073569988133
P4,Vertical,Right,0.0333414020024065
P4,Vertical,Right,0.6001406360010151
P4,Vertical,Right,0.2167160640019574
P4,Vertical,Right,0.566805304002628
P4,Vertical,Right,0.5000738989983802
P4,Vertical,Right,0.1666943540003558
P4,Vertical,Right,0.250034199001675
P4,Vertical,Right,0.7169089880007959
P4,Vertical,Right,0.2833638260017324
P4,Vertical,Right,0.150425546002225
P4,Vertical,Right,0.03334254499714
P4,Vertical,Left,0.4834253549997811
P4,Vertical,Left,0.1833719819987891
P4,Vertical,Left,0.3836899909983913
P4,Vertical,Left,0.1833609999994223
P4,Vertical,Left,0.0333407549987896
P4,Vertical,Left,0.2833899409997684
P4,Vertical,Left,0.2668904319980356
P4,Vertical,Left,0.4836036660017271
P4,Vertical,Left,0.1500295500009087
P4,Vertical,Left,0.3334715429991775
P4,Vertical,Left,0.133360691001144
P4,Vertical,Center,0.0833521480017225
P4,Vertical,Center,1.4837951919980696
P4,Vertical,Center,0.8001645990007091
P4,Vertical,Center,0.416742682999029
P4,Vertical,Center,0.1166839549987344
P4,Vertical,Center,0.7170320000004722
P4,Vertical,Center,0.2500544249996892
P4,Vertical,Center,0.0500088370026787
P4,Vertical,Center,0.4834506320003129
P4,Vertical,Center,0.2167264349991455
P4,Vertical,Center,0.1000153349996253
P4,Vertical,Center,0.3167255460029992
P4,Vertical,Center,0.3167364119981357
P4,Vertical,Center,0.2833748180019029
P4,Vertical,Center,0.2166969499994593
P4,Vertical,Center,0.0166690570003993
P4,Vertical,Center,0.1333551030002127
P4,Vertical,Center,0.3501030480001645
P4,Vertical,Center,0.667288529999496
P4,Vertical,Center,0.3834181109996279
P4,Vertical,Center,0.0333425969984091
P4,Vertical,Center,0.1336707530026615
P4,Vertical,Center,0.4167369960014184
P4,Vertical,Center,0.6501133279998612
P4,Vertical,Center,0.4670126029996027
P4,Vertical,Center,0.2333984450015123
P4,Vertical,Center,1.0670255289987836
P4,Vertical,Center,0.4334096700004011
P4,Vertical,Center,0.1500318420003168
P4,Vertical,Center,2.234026993999578
P4,Vertical,Center,0.6834394320030697
P4,Vertical,Center,0.0333540229985374
P4,Vertical,Center,0.2000248779986577
P4,Vertical,Center,0.4333942970006319
P4,Vertical,Center,0.1833686200006923
P4,Vertical,Center,0.5834440059988992
P4,Vertical,Center,0.0333390380001219
P4,Vertical,Center,0.4667288730015571
P4,Vertical,Center,0.1166945760014641
P4,Vertical,Center,0.1833613910021085
P4,Vertical,Center,0.1166860570010612
P4,Joystick,Center,0.0333373169996775
P4,Joystick,Center,0.6840583019984479
P4,Joystick,Center,0.6501485529988713
P4,Joystick,Center,0.133376384001167
P4,Joystick,Center,0.2833700970004429
P4,Joystick,Center,0.1501252359994396
P4,Joystick,Center,0.1333473849990696
P4,Joystick,Center,0.4334301150011015
P4,Joystick,Center,0.3167118149976886
P4,Joystick,Center,0.6167832450009882
P4,Joystick,Center,0.1500228050026635
P4,Joystick,Center,0.0500071269998443
P4,Joystick,Center,0.4334834260007483
P4,Joystick,Center,0.0666791849980654
P4,Joystick,Center,0.8337195890017028
P4,Joystick,Center,0.9168098780028232
P4,Joystick,Center,0.200023178000265
P4,Joystick,Center,0.0836202069986029
P4,Joystick,Center,0.3000590270021348
P4,Joystick,Center,0.2333867830020608
P4,Joystick,Center,0.3168136419990333
P4,Joystick,Center,0.2833855640019465
P4,Joystick,Center,0.0333470430014131
P4,Horizontal,Front,0.0333380689990008
P4,Horizontal,Front,0.3500951999994868
P4,Horizontal,Front,1.28361806200337
P4,Horizontal,Front,0.0166675979999126
P4,Horizontal,Front,0.1837295469995297
P4,Horizontal,Front,1.217025598998589
P4,Horizontal,Front,1.133617374998721
P4,Horizontal,Front,0.3333954600020661
P4,Horizontal,Front,0.0833484399990993
P4,Horizontal,Front,1.2671002150018469
P4,Horizontal,Front,1.4173534929977905
P4,Horizontal,Front,0.4500759870024922
P4,Horizontal,Front,0.5500771229999373
P4,Horizontal,Front,0.1500194139989616
P4,Horizontal,Front,0.3667220980023558
P4,Horizontal,Front,0.0166681439986859
P4,Horizontal,Front,0.1000204310003027
P4,Horizontal,Front,0.166708414999448
P4,Horizontal,Front,0.4835717660025693
P4,Horizontal,Front,0.2000393099988286
P4,Horizontal,Front,0.8334826749996864
P4,Horizontal,Front,0.8835314409989223
P4,Horizontal,Front,0.0500044279979192
P4,Horizontal,Front,0.4500849860014568
P4,Horizontal,Front,0.1333597909979289
P4,Horizontal,Front,1.3838966029979929
P4,Horizontal,Front,0.0666846950007311
P4,Horizontal,Front,0.2000328590002027
P4,Horizontal,Front,0.3167260329973942
P4,Horizontal,Front,0.1501993380006752
P4,Horizontal,Front,0.1666999500012025
P4,Horizontal,Front,0.9501645179989282
P4,Horizontal,Front,0.166701471000124
P4,Horizontal,Front,0.166705923002155
P4,Horizontal,Center,0.1500250860008236
P4,Horizontal,Center,0.1166851419984595
P4,Horizontal,Center,0.0833432469989929
P4,Horizontal,Center,0.3667273070022929
P4,Horizontal,Center,0.250047669000196
P4,Horizontal,Center,0.4501268739986699
P4,Horizontal,Center,0.0333389819970761
P4,Horizontal,Center,0.3335107880011492
P4,Horizontal,Center,0.1833668370018131
P4,Horizontal,Center,0.183373202002258
P4,Horizontal,Center,0.0666823389983619
P4,Horizontal,Center,0.9171294980005767
P4,Horizontal,Center,0.0833675529975153
P4,Horizontal,Center,0.3002830570003425
P4,Horizontal,Center,0.3334126869995089
P4,Horizontal,Center,1.0668785160014522
P4,Horizontal,Center,0.1666931910003768
P4,Horizontal,Center,0.366746712999884
P4,Horizontal,Center,0.3667166230006842
P4,Horizontal,Center,0.016666718001943
P4,Horizontal,Center,0.0500114990027213
P4,Horizontal,Center,0.2000276859980658
P4,Horizontal,Center,0.1166848819993902
P4,Horizontal,Center,0.1333616560004884
P4,Horizontal,Center,0.0166679640024085
P4,Horizontal,Center,0.2001356639993901
P4,Horizontal,Center,1.2670870649999415
P4,Horizontal,Center,0.2834592920007708
P4,Horizontal,Center,0.133356973001355
P4,Horizontal,Center,0.0833483659989724
P4,Horizontal,Center,0.3667240260001563
P4,Horizontal,Center,1.0002013920020545
P4,Horizontal,Center,0.100020238001889
P4,Horizontal,Center,0.033341209997161
P4,Horizontal,Center,0.1166799449965765
P4,Horizontal,Center,0.0833776760009641
P4,Horizontal,Center,0.4834006029996089
P4,Horizontal,Center,0.4500701489996572
P4,Horizontal,Center,0.0333387829996354
P4,Horizontal,Center,0.1333440629969118
P4,Horizontal,Center,0.1333453010010998
P4,Horizontal,Center,0.0166807650020928
P4,Horizontal,Center,0.1833594590025313
P4,Horizontal,Center,0.0500113149973913
P4,Horizontal,Center,0.5334567389982112
P4,Horizontal,Center,0.2500313489981636
P4,Horizontal,Center,0.1166867520005325
P4,Joystick,Front,0.5669781069991586
P4,Joystick,Front,0.1000201470014872
P4,Joystick,Front,0.2500256890016317
P4,Joystick,Front,0.3668327249979484
P4,Joystick,Front,0.450070754999615
P4,Joystick,Front,0.0166674699976283
P4,Joystick,Front,0.383384748998651
P4,Joystick,Front,0.1166873469992424
P4,Horizontal,Rear,0.233370311998442
P4,Horizontal,Rear,0.0333418980007991
P4,Horizontal,Rear,0.2668270680005662
P4,Horizontal,Rear,0.1166870679990097
P4,Horizontal,Rear,0.2166956809996918
P4,Horizontal,Rear,0.0166684279975015
P4,Horizontal,Rear,0.1000153690001752
P4,Horizontal,Rear,0.2500411589971918
P4,Horizontal,Rear,0.0500051960007112
P4,Horizontal,Rear,0.1166935549990739
P4,Horizontal,Rear,0.2500568079994991
P4,Horizontal,Rear,0.1666989030018157
P4,Horizontal,Rear,0.216717987001175
P4,Horizontal,Rear,2.800413322998793
P4,Horizontal,Rear,0.1833699959970545
P4,Horizontal,Rear,0.0833446720025676
P4,Horizontal,Rear,0.066673544999503
P4,Horizontal,Rear,0.0666940429982787
P10,Vertical,Right,0.0667305509996367
P10,Vertical,Left,0.372635702999105
P10,Vertical,Left,0.1501758109989168
P10,Horizontal,Front,0.1002061409999441
P10,Horizontal,Front,0.4913646259992674
P10,Horizontal,Front,0.1668814460008434
P10,Horizontal,Front,0.2347264260006341
P10,Horizontal,Front,0.0333807750012056
P10,Horizontal,Front,0.1681942280010844
P10,Horizontal,Rear,0.727673250999942
P10,Horizontal,Rear,0.0334681949989317
P10,Horizontal,Rear,0.1854411360000085
P10,Horizontal,Rear,0.0667387979992781
P10,Horizontal,Rear,0.2555972209993342
P10,Horizontal,Rear,1.5008697100001882
P10,Horizontal,Rear,0.0166724000009708
P10,Horizontal,Rear,0.1356244089984102
P10,Horizontal,Rear,0.6392833399986557
P10,Horizontal,Rear,0.0669523209999169
P10,Horizontal,Rear,0.0502033859993389
P10,Horizontal,Rear,0.0333913399990706
P10,Horizontal,Center,0.2899792339994747
P10,Horizontal,Center,0.4867059799998969
P10,Horizontal,Center,0.0333419069993397
P10,Horizontal,Center,0.0167037159990286
P10,Joystick,Center,0.2019351159997313
P10,Joystick,Center,0.5048261500014632
P10,Joystick,Center,0.1224509389994636
P10,Joystick,Center,0.0334077010011242
P10,Joystick,Center,0.2010762270001578
P10,Joystick,Center,0.1501992499997868
P10,Joystick,Center,0.0850275620014144
P10,Joystick,Center,0.2513004930005991
P10,Joystick,Center,0.3024823169998853
P10,Joystick,Center,0.0501674999995884
P10,Joystick,Center,0.1501344290009001
P10,Joystick,Center,0.3015332320010202
P10,Joystick,Center,0.0500271700002485
P10,Joystick,Center,0.0500722970009519
P10,Joystick,Center,0.0868446570002561
P10,Joystick,Center,0.6764240760003304
P10,Joystick,Center,0.4578082070001983
P10,Joystick,Center,0.2351234660000045
P10,Joystick,Center,0.891053657998782
P10,Joystick,Center,0.1169560319995071
P10,Joystick,Center,0.17046744199979
P10,Joystick,Center,0.136584337999011
P10,Joystick,Center,0.1701796720008133
P10,Joystick,Rear,0.4408605040007387
P10,Joystick,Rear,0.0166902150012902
P10,Joystick,Rear,0.0166763710003579
P10,Joystick,Rear,0.1750786990014603
P10,Joystick,Rear,0.4186196859991469
P10,Joystick,Rear,0.0333667590020922
P10,Joystick,Rear,0.2001474650023738
P10,Joystick,Rear,0.0833896529984485
P10,Joystick,Rear,0.1368851610022829
P10,Joystick,Rear,0.0167001059999165
P10,Joystick,Rear,0.7541673060004541
P10,Joystick,Rear,0.1210348970016639
P10,Joystick,Rear,0.22233568899901
P10,Joystick,Rear,0.1334884550014976
P10,Joystick,Rear,0.1334563220007112
P10,Joystick,Rear,0.2276069889994687
P10,Joystick,Rear,0.2001699270003882
P10,Joystick,Rear,0.2380006999992474
P10,Joystick,Rear,0.2423639400003594
P10,Joystick,Rear,0.1508132380004099
P10,Joystick,Rear,0.1167666180008382
P10,Joystick,Front,0.2341978990007192
P10,Joystick,Front,0.1179921969996939
P10,Joystick,Front,0.0166694950003147
P10,Joystick,Front,0.0562256539997179
P10,Joystick,Front,0.1668307779982569
P10,Joystick,Front,0.8032349709992559
P10,Joystick,Front,0.0334066559989878
P10,Joystick,Front,0.0191951919987332
P10,Joystick,Front,0.0334016559991141
P10,Joystick,Front,0.1531184420000499
P10,Joystick,Front,0.0530444290016021
P3,Vertical,Center,0.2834400130004724
P3,Vertical,Center,0.4334019209991311
P3,Vertical,Center,0.1000150280005982
P3,Vertical,Center,0.1666989420000391
P3,Vertical,Center,0.2500251800001933
P3,Vertical,Center,1.2504609050001818
P3,Vertical,Center,0.5000911170000109
P3,Vertical,Center,0.1166887480003424
P3,Vertical,Center,0.3167192260007141
P3,Vertical,Center,0.5001125469998442
P3,Vertical,Center,0.5334942670006058
P3,Vertical,Center,0.1166802910001933
P3,Horizontal,Rear,0.1000065620000896
P3,Horizontal,Rear,0.166689557000609
P3,Horizontal,Rear,0.0500381009996999
P3,Horizontal,Rear,0.1833645099995919
P3,Horizontal,Rear,0.2834058980006375
P3,Horizontal,Rear,0.0166707009993842
P3,Horizontal,Rear,0.0333385750000161
P3,Horizontal,Rear,0.5921876480006176
P3,Horizontal,Rear,0.2333708220003245
P3,Horizontal,Rear,0.2167287130005206
P3,Horizontal,Rear,0.0666780619994824
P3,Horizontal,Rear,0.0333455429999958
P3,Horizontal,Rear,0.2167035980000946
P3,Horizontal,Rear,0.4000845059999847
P3,Horizontal,Rear,0.5667600169999787
P3,Horizontal,Rear,0.5167784170007508
P3,Horizontal,Rear,0.5502029130002484
P3,Horizontal,Rear,0.8334440219996395
P3,Horizontal,Rear,0.5837201869999262
P3,Horizontal,Rear,0.2667173509998974
P3,Vertical,Right,0.1833779560001858
P3,Vertical,Right,0.6001073520001228
P3,Vertical,Right,0.4168669199998476
P3,Vertical,Right,0.2167035590000523
P3,Vertical,Right,0.0833532189999459
P3,Vertical,Right,0.3333816479998859
P3,Vertical,Right,0.0833485279999877
P3,Vertical,Right,0.0166696959995533
P3,Vertical,Right,0.0666799000000537
P3,Vertical,Right,0.4500612710007772
P3,Joystick,Center,0.2333924769991426
P3,Joystick,Center,0.0333351850003964
P3,Joystick,Center,0.1333640259999811
P3,Joystick,Center,0.1666928020003979
P3,Joystick,Center,0.0166715470004419
P3,Joystick,Center,0.0501249799999641
P3,Joystick,Center,0.7168591209992883
P3,Joystick,Center,0.0500091920002887
P3,Joystick,Center,0.0833502499990572
P3,Joystick,Center,0.150022092000654
P3,Joystick,Center,0.4500657680000586
P3,Joystick,Center,0.0166670710004837
P3,Joystick,Center,0.2834008879999601
P3,Joystick,Center,0.3167381530001876
P3,Joystick,Center,1.0339527899996028
P3,Joystick,Rear,0.0500137260005431
P3,Joystick,Rear,0.2000321610012179
P3,Joystick,Rear,0.0333359289998043
P3,Joystick,Rear,0.2167113480008993
P3,Joystick,Rear,0.5334392490003665
P3,Joystick,Rear,0.1666978810008004
P3,Joystick,Rear,0.6501167739988887
P3,Joystick,Rear,0.0833529660012573
P3,Joystick,Rear,0.1500183749994903
P3,Joystick,Rear,0.0333379610001429
P3,Joystick,Rear,0.6167866300002061
P3,Joystick,Rear,0.033340556999974
P3,Joystick,Rear,0.2167014029982965
P3,Joystick,Rear,0.0833685190009418
P3,Joystick,Rear,0.0666794500011747
P3,Joystick,Rear,0.11667906600087
P3,Joystick,Rear,0.0666804369993769
P3,Joystick,Rear,0.1502519859986932
P3,Joystick,Rear,0.3668003330003557
P3,Horizontal,Center,0.0166726229999767
P3,Horizontal,Center,0.0333376879998468
P3,Horizontal,Center,0.4835358979999
P3,Horizontal,Center,0.0333390830001008
P3,Horizontal,Center,0.1833601970001837
P3,Horizontal,Center,0.2667150529996434
P3,Horizontal,Center,0.1333534530003817
P3,Horizontal,Center,0.2000277500001175
P3,Horizontal,Center,0.2333820370004105
P3,Horizontal,Center,0.383719702000235
P3,Horizontal,Center,0.4167732670002806
P3,Horizontal,Center,0.1833589219995701
P3,Horizontal,Center,0.266701099999409
P3,Horizontal,Center,0.1167879169997831
P3,Horizontal,Center,0.1167408779992911
P3,Horizontal,Center,0.1833642019992112
P3,Horizontal,Center,0.4167320960004872
P3,Horizontal,Center,0.2500320250001095
P3,Horizontal,Center,1.567491565999262
P3,Horizontal,Center,0.1833634799995707
P3,Horizontal,Center,0.0833423280000715
P3,Horizontal,Center,0.1333523499997682
P3,Horizontal,Center,0.2000711649998265
P3,Horizontal,Center,0.0500058859997807
P3,Horizontal,Center,0.3834199630000512
P3,Horizontal,Center,0.1167069380007888
P3,Horizontal,Center,0.7834890020003513
P3,Horizontal,Center,0.4834087560002444
P3,Horizontal,Center,0.0833460320000085
P3,Horizontal,Center,0.5168874010005311
P3,Horizontal,Center,0.150360176000504
P3,Horizontal,Center,0.0833586209992063
P3,Horizontal,Center,0.7169976169998336
P3,Horizontal,Center,0.216706905999672
P3,Horizontal,Center,0.5004700090003098
P3,Horizontal,Center,0.4500851800003147
P3,Horizontal,Front,0.1000123349995192
P3,Horizontal,Front,0.1833538929995484
P3,Horizontal,Front,0.1833626019997609
P3,Horizontal,Front,0.0500057490007748
P3,Vertical,Left,0.5172507790002783
P3,Vertical,Left,0.400079595000534
P3,Vertical,Left,0.0166693250002936
P3,Vertical,Left,0.2167172029994617
P3,Vertical,Left,0.1833481600006052
P3,Vertical,Left,0.5337142700000186
P3,Vertical,Left,0.6501658039996983
P3,Vertical,Left,0.0833937420002257
P3,Vertical,Left,0.2001257100000657
P3,Vertical,Left,0.0166667060002509
P3,Vertical,Left,0.3667328069996074
P3,Vertical,Left,0.233494115999747
P3,Joystick,Front,0.1000206439994144
P3,Joystick,Front,0.1667126560005272
P3,Joystick,Front,0.166995909000434
P3,Joystick,Front,0.2667043510000439
P7,Joystick,Center,0.5359275660011917
P7,Joystick,Center,0.166765170999497
P7,Joystick,Center,0.1870236400009162
P7,Joystick,Center,0.1842888480005058
P7,Joystick,Center,0.2554126510003698
P7,Joystick,Center,0.0166668290003144
P7,Joystick,Center,0.0166688809986226
P7,Joystick,Center,0.0333862380011851
P7,Joystick,Center,0.2690016320011636
P7,Joystick,Center,0.4911576049998984
P7,Horizontal,Front,0.5397979999997915
P7,Horizontal,Front,0.4360459330000594
P7,Horizontal,Front,0.4722708730005251
P7,Horizontal,Center,0.1000424639996708
P7,Horizontal,Center,0.1668581799995081
P7,Horizontal,Center,0.067837872000382
P7,Horizontal,Center,0.0835239409998394
P7,Horizontal,Center,0.3688287150007454
P7,Horizontal,Center,0.0846951319999789
P7,Horizontal,Center,0.0333749519995763
P7,Horizontal,Center,0.0667290830006095
P7,Horizontal,Center,0.08347491800032
P7,Horizontal,Center,0.1181264950000695
P7,Horizontal,Center,0.0834755839996432
P7,Horizontal,Center,0.1172373939998578
P7,Horizontal,Center,0.2684176149996347
P7,Horizontal,Center,0.1501012239996271
P7,Horizontal,Center,0.2339508559998648
P7,Horizontal,Center,0.0169077939999624
P7,Horizontal,Center,0.183551006000016
P7,Horizontal,Center,0.6689489239997783
P7,Horizontal,Center,0.1501542539999718
P7,Horizontal,Center,0.016824465999889
P7,Horizontal,Center,0.0576998839997031
P7,Vertical,Right,0.6675743830001011
P7,Vertical,Right,0.4848797670001659
P7,Vertical,Right,0.7035013260001506
P7,Vertical,Right,0.0167007340005511
P7,Vertical,Right,0.0500187500001629
P7,Vertical,Right,0.0166714520000823
P7,Vertical,Right,0.0167078180002135
P7,Vertical,Right,0.0333545819994469
P7,Vertical,Right,0.5007662429998163
P7,Vertical,Right,1.0515929759985738
P7,Vertical,Right,0.1001315999983489
P7,Vertical,Right,0.3052196400003595
P7,Vertical,Right,0.2335052319995156
P7,Vertical,Right,0.0166798529990046
P7,Vertical,Right,0.2189703450003435
P7,Vertical,Right,0.0166819940004643
P7,Vertical,Right,0.3648981709993677
P7,Vertical,Right,0.0552563639994332
P7,Vertical,Center,0.2690262790001725
P7,Vertical,Center,0.0166808170006333
P7,Vertical,Center,0.1017525449997265
P7,Vertical,Center,0.6033102519995737
P7,Vertical,Center,0.2344618229999469
P7,Vertical,Center,0.0167034910000438
P7,Vertical,Center,0.2513193600007071
P7,Vertical,Center,1.203376228999332
P7,Vertical,Center,0.0514248890003727
P7,Vertical,Center,0.2511321940000925
P7,Vertical,Center,0.0834382060002099
P7,Vertical,Center,0.1167284960001779
P7,Vertical,Center,0.1835571519995937
P7,Vertical,Center,0.1835466920001636
P7,Vertical,Center,0.0167052690003401
P7,Vertical,Center,0.0833708159998423
P7,Vertical,Center,0.0667148270003963
P7,Vertical,Center,0.1172485809993304
P7,Joystick,Front,0.2340197440007614
P7,Joystick,Front,0.0833822350014088
P7,Joystick,Front,0.0833784010010276
P7,Horizontal,Rear,0.3008750050003073
P7,Horizontal,Rear,0.0500791109998317
P7,Horizontal,Rear,0.0848115260005215
P7,Horizontal,Rear,0.6036202200002663
P7,Horizontal,Rear,0.4387364220001473
P7,Horizontal,Rear,0.4572010459996818
P7,Horizontal,Rear,0.1167764519996126
P7,Horizontal,Rear,0.9216534899996986
P7,Horizontal,Rear,0.3689214590003757
P7,Horizontal,Rear,0.3725129770000421
P7,Horizontal,Rear,0.1504336940006396
P7,Horizontal,Rear,0.033361302999765
P7,Horizontal,Rear,0.4707491029994344
P7,Horizontal,Rear,0.2336888270001509
P7,Horizontal,Rear,0.3071313190002911
P7,Horizontal,Rear,0.1668783190007161
P7,Horizontal,Rear,0.0850657049995788
P7,Horizontal,Rear,0.083661368000321
P7,Horizontal,Rear,0.1836872789999688
P7,Horizontal,Rear,0.1711218090003967
P7,Horizontal,Rear,0.0834501509998517
P7,Horizontal,Rear,0.5537137230003282
P7,Horizontal,Rear,0.0166709559998707
P7,Horizontal,Rear,0.0667787579996002
P7,Horizontal,Rear,0.0333733339994068
P7,Horizontal,Rear,0.0885727779996159
P7,Horizontal,Rear,0.0500338829997417
P7,Horizontal,Rear,0.4361725570006456
P7,Horizontal,Rear,0.1347050610002043
P7,Horizontal,Rear,0.1671464589999232
P7,Vertical,Left,0.0333680189996812
P7,Vertical,Left,0.2502658670000528
P7,Vertical,Left,0.1171859579999363
P7,Vertical,Left,0.0836915200006842
P7,Vertical,Left,0.7199318929997389
P7,Vertical,Left,0.3893549559998064
P7,Vertical,Left,0.2181468799999493
P7,Vertical,Left,0.1691637250005442
P7,Vertical,Left,0.1886858119996759
P7,Vertical,Left,0.0166799680000622
P7,Vertical,Left,0.2180121379997217
P7,Vertical,Left,0.0667065890002049
P7,Vertical,Left,0.2002662099994268
P7,Vertical,Left,0.0834087439998256
P7,Vertical,Left,0.2534519470000305
P7,Vertical,Left,1.7089778389999992
P7,Joystick,Rear,0.0680607619997317
P7,Joystick,Rear,0.0527341559991327
P7,Joystick,Rear,0.3360796369997842
P7,Joystick,Rear,0.083405125000354
P7,Joystick,Rear,0.1027863889994478
P7,Joystick,Rear,0.200200577999567
P7,Joystick,Rear,0.1846128369998041
P7,Joystick,Rear,0.0333474399994884
P7,Joystick,Rear,0.0166885290000209
P7,Joystick,Rear,0.2344674079995456
P7,Joystick,Rear,0.3026802389995282
P7,Joystick,Rear,0.3006430289988202
P7,Joystick,Rear,0.0667428179986018
P7,Joystick,Rear,0.2186972019990207
P7,Joystick,Rear,0.3517047340010322
P7,Joystick,Rear,0.1019300410007417
P7,Joystick,Rear,0.2036461839998082
P7,Joystick,Rear,0.3358153789995413
P7,Joystick,Rear,0.5421941800013883
P1,Horizontal,Rear,0.3400271350001276
P1,Horizontal,Rear,0.3038508400002229
P1,Horizontal,Rear,0.4073156940000899
P1,Horizontal,Rear,0.0669842890001746
P1,Horizontal,Rear,0.1505854439999439
P1,Horizontal,Rear,0.1835215060000337
P1,Horizontal,Front,0.3680022680000547
P1,Horizontal,Front,0.371245288999944
P1,Horizontal,Front,0.0669659409995802
P1,Horizontal,Front,0.6419549440001902
P1,Horizontal,Front,0.4013765579998107
P1,Vertical,Center,0.0166917920000742
P1,Vertical,Center,0.1000929000001633
P1,Vertical,Center,0.0522770949996811
P1,Vertical,Center,0.0166756789999453
P1,Vertical,Center,0.3357028539999191
P1,Vertical,Center,0.0500242819998675
P1,Vertical,Center,0.0834032359998673
P1,Vertical,Right,0.0833612520000315
P1,Vertical,Right,0.1015033710000352
P1,Vertical,Right,0.2019660299997667
P1,Vertical,Right,0.2842920790003518
P1,Vertical,Right,0.5549361329999556
P1,Vertical,Right,0.1001883170001747
P1,Vertical,Right,0.2011095510001723
P1,Vertical,Right,0.0506983000000218
P1,Vertical,Right,0.0166911290002644
P1,Vertical,Right,0.1000370550000298
P1,Joystick,Center,0.068433473999903
P1,Joystick,Center,0.3005673580000803
P1,Joystick,Center,0.1668057060005594
P1,Joystick,Center,0.2059552600003371
P1,Horizontal,Center,1.1517456250001032
P1,Horizontal,Center,0.5699301960000867
P1,Horizontal,Center,0.6170879689998401
P1,Horizontal,Center,1.0567219619999833
P1,Horizontal,Center,0.1338089349999336
P1,Horizontal,Center,1.0706215919999522
P1,Horizontal,Center,1.3142308619999312
P1,Horizontal,Center,0.3020571029999246
P1,Horizontal,Center,1.623169708999967
P1,Horizontal,Center,0.2232583929999236
P1,Horizontal,Center,0.2914978879998671
P1,Horizontal,Center,0.1748167430000649
P1,Horizontal,Center,0.9977374779998628
P1,Horizontal,Center,0.2834704689998943
P1,Horizontal,Center,0.8991438349999044
P1,Horizontal,Center,0.567541651999818
P1,Horizontal,Center,0.3869869589998416
P1,Horizontal,Center,0.1339566909998666
P1,Horizontal,Center,0.7724696330001279
P1,Horizontal,Center,0.8863866300000609
P1,Horizontal,Center,0.0333504840000387
P1,Horizontal,Center,0.6742349759999797
P1,Horizontal,Center,0.3676531999999497
P1,Horizontal,Center,0.2523923090000153
P1,Vertical,Left,0.174316127000111
P1,Vertical,Left,0.0166786529998717
P1,Joystick,Front,0.4174368889998732
P1,Joystick,Front,0.0667931999996653
P1,Joystick,Front,0.3526041280001664
P1,Joystick,Front,0.0333628440002939
