Participant,Widget,Location,TaskType,SelectionMethod,Trial,A,W,Ae,dx,PT(ms),ST(ms),MT(ms),Errors,TRE,TAC,MDC,ODC,MV,ME,MO
P12,Joystick,Front,2D,DT500,4,500.0,40.0,480.4989103330014,-6.965045757910434,15639,500,16139,0,0,1,1,4,55.16557212148759,85.47391981043933,85.05370319099026
P12,Joystick,Front,2D,DT500,5,500.0,40.0,486.2090056396163,-1.2549504512955252,9363,504,9867,0,0,0,2,1,40.072218472253,70.27786995361184,-70.27786995361184
P12,Joystick,Front,2D,DT500,6,500.0,40.0,495.6555886750359,8.191632584124056,10703,500,11204,0,1,3,4,1,22.50061493120116,20.29135401685323,-4.442948521673257
P12,Horizontal,Center,1D,DT500,0,500.0,60.0,533.0,33.0,6365,516,6881,1,0,0,0,1,6.805584667158834e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,1,500.0,60.0,514.9999999999999,14.99999999999994,7177,506,7683,0,0,0,0,1,6.261547039741502e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,2,500.0,60.0,532.0,31.999999999999943,5979,509,6488,1,0,0,0,1,6.456403991492647e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,3,500.0,60.0,527.0,26.999999999999943,6334,506,6841,0,0,0,0,1,6.834120715011545e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,4,500.0,60.0,517.0,17.0,6490,516,7006,0,0,0,0,1,6.661943851089459e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,5,500.0,60.0,493.0,-7.0,6586,509,7095,0,0,0,0,1,6.767435352660923e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,6,500.0,60.0,533.0,33.0,5299,531,5830,1,0,0,0,0,7.061328876300564e-14,21.0,21.0
P12,Horizontal,Center,1D,DT500,0,250.0,40.0,231.0,-19.00000000000001,13279,505,13784,0,1,0,0,1,8.084282110812047e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,1,250.0,40.0,240.0,-10.0,10686,527,11214,0,2,0,0,3,4.2750641100871996e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,2,250.0,40.0,265.0,14.999999999999972,4543,516,5059,0,0,0,0,1,4.0061449033752713e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,3,250.0,40.0,263.0,13.000000000000028,7033,504,7538,0,1,0,0,3,4.007198338483052e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,4,250.0,40.0,254.0,4.000000000000014,10399,520,10920,0,1,0,0,1,6.73979194489839e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,5,250.0,40.0,268.0,18.0,3818,531,4349,0,0,0,0,0,3.5927053118567143e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,6,250.0,40.0,249.0,-1.0000000000000149,9875,507,10382,0,1,0,0,1,6.703246762680667e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,500.0,40.0,482.0,-18.0,6161,517,6678,0,0,0,0,1,7.007933241837678e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,1,500.0,40.0,485.0,-15.0,5369,525,5894,0,0,0,0,0,5.463772095791432e-14,28.000000000000007,28.000000000000007
P12,Horizontal,Center,1D,DT500,2,500.0,40.0,506.00000000000006,6.000000000000029,7232,506,7739,0,0,0,0,0,7.049662131255436e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,3,500.0,40.0,491.0,-9.0,14996,534,15530,0,2,0,0,2,1.0305513986848961e-13,28.0,28.0
P12,Horizontal,Center,1D,DT500,4,500.0,40.0,515.0000000000001,15.00000000000006,6432,516,6949,0,0,0,0,2,6.791598584912883e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,5,500.0,40.0,490.0,-10.000000000000028,8841,509,9350,0,0,0,0,0,8.153937679687483e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,6,500.0,40.0,517.0,17.0,5566,551,6117,0,0,0,0,1,6.934516442677202e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,250.0,60.0,277.0,27.00000000000003,3294,515,3809,0,0,0,0,1,3.2524312743933083e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,1,250.0,60.0,224.0,-25.999999999999982,3708,536,4245,0,0,0,0,1,3.152248494674895e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,2,250.0,60.0,269.0,18.99999999999997,2821,534,3356,0,0,0,0,0,3.124312428359223e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,3,250.0,60.0,260.0,10.0,3409,525,3934,0,0,0,0,1,3.251891386877465e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,4,250.0,60.0,270.0,19.99999999999997,6220,538,6758,0,1,0,0,2,6.024755938852808e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,5,250.0,60.0,238.0,-12.000000000000014,3513,513,4026,0,0,0,0,0,3.372944239853394e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,6,250.0,60.0,252.0,1.999999999999985,3569,520,4089,0,0,0,0,1,3.160048547407841e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,100.0,40.0,97.0,-3.0,3081,522,3604,0,0,0,0,0,1.26378001449306e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,1,100.0,40.0,115.0,15.0,3561,528,4090,0,0,0,0,1,1.2484048871719875e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,2,100.0,40.0,101.0,0.9999999999999908,3187,512,3700,0,0,0,0,2,1.2020882819498348e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,3,100.0,40.0,100.0,9.094947017729284e-15,3255,523,3779,0,0,0,0,0,1.2891341953674172e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,4,100.0,40.0,100.0,9.094947017729284e-15,2320,530,2850,0,0,0,0,1,1.1598523539351006e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,5,100.0,40.0,95.0,-5.0,4923,520,5444,0,0,0,0,1,1.1137644328944332e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,6,100.0,40.0,95.0,-5.0,3915,525,4440,0,0,0,0,1,1.1350906304253304e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,0,100.0,60.0,84.0,-16.000000000000004,4974,520,5494,0,0,0,0,2,9.103847737997748e-15,28.0,28.0
P12,Horizontal,Center,1D,DT500,1,100.0,60.0,89.0,-11.0,3457,517,3975,0,0,0,0,1,1.0549933756375442e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,2,100.0,60.0,118.0,18.00000000000001,2353,543,2896,0,0,0,0,1,1.1504491716444822e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,3,100.0,60.0,90.0,-10.0,6636,535,7172,0,0,0,0,1,1.299058185193024e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,4,100.0,60.0,103.0,3.0,2732,522,3254,0,0,0,0,1,1.1019536070256124e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,5,100.0,60.0,109.0,9.000000000000009,2965,515,3481,0,0,0,0,1,1.2306961192854808e-14,28.0,28.0
P12,Horizontal,Center,1D,DT500,6,100.0,60.0,102.0,2.0,4189,528,4717,0,0,0,0,1,1.2030068569983812e-14,28.000000000000004,28.000000000000004
P12,Horizontal,Front,1D,DT500,0,250.0,60.0,267.0,16.99999999999997,4044,533,4577,0,0,0,0,1,3.1830638903569265e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,1,250.0,60.0,239.0,-10.999999999999986,7750,528,8279,0,0,0,0,1,2.8956621850106576e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,2,250.0,60.0,256.0,6.0,4024,508,4532,0,0,0,0,0,3.1332633244152504e-14,14.999999999999998,14.999999999999998
P12,Horizontal,Front,1D,DT500,3,250.0,60.0,256.0,6.0,7305,548,7854,0,0,0,0,1,2.7139612726922364e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,4,250.0,60.0,257.99999999999994,7.999999999999971,4176,504,4681,0,0,0,0,1,3.187018380416837e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,5,250.0,60.0,255.0,5.0,8713,551,9265,0,0,0,0,1,2.5014030624537505e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,6,250.0,60.0,260.0,10.0,5952,546,6498,0,0,0,0,1,3.150701440309668e-14,15.0,15.0
P12,Horizontal,Front,1D,DT500,0,500.0,40.0,512.9999999999999,12.99999999999994,5318,540,5858,0,0,0,0,0,6.732965483996348e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,1,500.0,40.0,507.0,7.0,6539,534,7073,0,0,0,0,1,6.850934228969203e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,2,500.0,40.0,493.00000000000006,-6.999999999999971,5283,505,5789,0,0,0,0,1,6.906926437749037e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,3,500.0,40.0,490.0,-10.0,4790,513,5303,0,0,0,0,0,7.127189049528038e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,4,500.0,40.0,489.0,-11.000000000000028,4866,518,5385,0,0,0,0,1,6.943474275223377e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,5,500.0,40.0,515.9999999999999,15.99999999999994,5002,508,5511,0,0,0,0,0,7.042144090931818e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,6,500.0,40.0,509.0,9.0,10712,518,11230,0,1,0,0,1,1.0271060130464165e-13,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,250.0,40.0,264.0,14.0,3886,502,4388,0,0,0,0,1,4.010491254451024e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,1,250.0,40.0,240.0,-9.999999999999986,3941,501,4443,0,0,0,0,1,3.2468122055946006e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,2,250.0,40.0,265.0,15.0,4255,524,4779,0,0,0,0,0,3.39565552486925e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,3,250.0,40.0,249.0,-1.0000000000000149,3876,512,4388,0,0,0,0,0,3.356977049191176e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,4,250.0,40.0,239.0,-11.000000000000014,6917,535,7453,0,1,0,0,3,5.4331695430430396e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,5,250.0,40.0,245.0,-4.999999999999986,4005,508,4513,0,0,0,0,0,3.7555359995556e-14,22.000000000000004,22.000000000000004
P12,Horizontal,Front,1D,DT500,6,250.0,40.0,264.0,14.0,2622,514,3137,0,0,0,0,0,3.647216703557129e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,100.0,40.0,95.0,-4.999999999999991,3904,509,4414,0,0,0,0,0,1.0094441061430523e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,1,100.0,40.0,99.0,-1.0,3640,521,4162,0,0,0,0,0,1.1884161902916888e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,2,100.0,40.0,95.0,-4.999999999999991,5051,540,5592,0,0,0,0,2,1.0454961354906322e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,3,100.0,40.0,90.0,-10.0,8297,506,8803,0,0,0,0,1,9.869795606223035e-15,22.0,22.0
P12,Horizontal,Front,1D,DT500,4,100.0,40.0,93.0,-7.000000000000009,7011,520,7532,0,0,0,0,1,9.683964821554976e-15,22.0,22.0
P12,Horizontal,Front,1D,DT500,5,100.0,40.0,99.0,-1.0,5727,535,6262,0,0,0,0,1,1.0523811059947788e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,6,100.0,40.0,113.0,12.999999999999991,9517,537,10055,0,0,0,0,1,1.5789679399884582e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,500.0,60.0,524.0,24.000000000000057,4719,538,5257,0,0,0,0,1,6.92399499903283e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,1,500.0,60.0,511.0,10.999999999999972,4746,510,5257,0,0,0,0,0,6.995899990338876e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,2,500.0,60.0,522.0,22.000000000000057,4178,518,4697,0,0,0,0,0,7.480815119210449e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,3,500.0,60.0,503.0,3.0,5995,515,6510,0,0,0,0,1,6.564243368764424e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,4,500.0,60.0,503.0,3.0,6265,543,6808,0,0,0,0,1,7.64438018901041e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,5,500.0,60.0,492.00000000000006,-7.999999999999971,4873,537,5411,0,0,0,0,0,6.928737597931866e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,6,500.0,60.0,514.0000000000001,14.00000000000006,5073,517,5591,0,0,0,0,0,6.599279728581386e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,0,100.0,60.0,114.0,13.999999999999991,2630,516,3147,0,0,0,0,0,1.1533173238180436e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,1,100.0,60.0,101.0,1.0,3412,519,3932,0,0,0,0,0,1.0395861869767154e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,2,100.0,60.0,125.0,25.0,1548,528,2076,0,0,0,0,0,1.4026802575022304e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,3,100.0,60.0,86.0,-13.999999999999996,5970,524,6495,0,0,0,0,1,1.7122795770289894e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,4,100.0,60.0,102.0,1.999999999999991,2719,507,3226,0,0,0,0,1,1.0932396656394421e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,5,100.0,60.0,88.00000000000001,-11.999999999999991,7289,546,7835,0,0,0,0,1,1.0348326815662151e-14,22.0,22.0
P12,Horizontal,Front,1D,DT500,6,100.0,60.0,121.0,20.99999999999999,2796,543,3340,0,0,0,0,1,1.1715025665626966e-14,22.0,22.0
P12,Joystick,Center,2D,DT500,0,500.0,40.0,480.3513563496186,-7.112599741293244,20796,500,21296,0,1,2,3,3,58.51988777838631,52.257165883538185,-9.466965603675634
P12,Joystick,Center,2D,DT500,1,500.0,40.0,501.0246070755491,13.56065098463728,19654,506,20161,0,1,3,2,3,30.259098373188568,25.321534241167846,-7.952947813585252
P12,Joystick,Center,2D,DT500,2,500.0,40.0,499.8795446674092,12.415588576497417,5804,502,6306,0,0,1,2,0,12.505342021849929,11.145173261022697,0.9584319742696132
P12,Joystick,Center,2D,DT500,3,500.0,40.0,481.7319780454559,-5.73197804545588,5189,500,5690,0,0,0,0,1,4.5146698890012585e-14,9.0,9.0
P12,Joystick,Center,2D,DT500,4,500.0,40.0,468.9191206089392,-18.54483548197265,5150,500,5651,0,0,2,2,0,17.001001951470457,14.75100383383674,0.0278888750786239
P12,Joystick,Center,2D,DT500,5,500.0,40.0,472.7694056776289,-14.69455041328292,12601,500,13102,0,1,2,4,1,20.00692588815249,18.503999519942493,-7.666117357490522
P12,Joystick,Center,2D,DT500,6,500.0,40.0,474.56737229859175,-12.896583792320016,7970,501,8471,0,0,1,2,3,28.2032040046778,33.03220641725151,27.939194759945728
P12,Joystick,Center,2D,DT500,0,100.0,40.0,92.9783493488293,-4.514441869353104,3905,510,4416,0,0,1,2,1,12.156918828721563,22.987794871738583,-22.13027197392441
P12,Joystick,Center,2D,DT500,1,100.0,40.0,105.42439510341116,7.93160388522874,2982,503,3485,0,0,0,2,1,22.89617269551656,34.90744014426254,34.74260954532437
P12,Joystick,Center,2D,DT500,2,100.0,40.0,113.51654992906349,16.023758710881093,5367,500,5868,0,1,2,2,2,13.672002657784972,11.963977337321944,-6.213660155751528
P12,Joystick,Center,2D,DT500,3,100.0,40.0,78.74639560909117,-18.746395609091223,3238,500,3739,0,0,0,0,1,0.5057399926878521,4.848167539267014,-4.848167539267014
P12,Joystick,Center,2D,DT500,4,100.0,40.0,112.18396299548613,14.691171777303683,4488,500,4989,0,0,0,0,0,3.0865107754161936,3.382503690214507,-3.321728265060802
P12,Joystick,Center,2D,DT500,5,100.0,40.0,110.31323336114248,12.820442142959974,4834,500,5334,0,0,2,2,1,14.123753416199625,12.477762737427009,3.742293690361624
P12,Joystick,Center,2D,DT500,6,100.0,40.0,104.50779594229812,7.015004724115697,1575,500,2076,0,0,0,0,0,2.6807913919363022,2.9877814475881883,-2.9877814475881883
P12,Joystick,Center,2D,DT500,0,100.0,60.0,84.7018725883487,-12.790918629833705,1294,500,1794,0,0,1,1,0,6.802403562087568,6.260880212657288,-1.851730488165704
P12,Joystick,Center,2D,DT500,1,100.0,60.0,77.1596277362666,-20.333163481915825,3323,507,3830,0,0,0,0,1,5.78576709002337,4.884175476515699,-2.5553716128529897
P12,Joystick,Center,2D,DT500,2,100.0,60.0,74.67301876681495,-22.81977245136744,2201,508,2710,0,0,0,1,2,15.011789774562734,27.04359601068109,-26.7194438579641
P12,Joystick,Center,2D,DT500,3,100.0,60.0,97.74639560909117,0.2536043909087829,1613,500,2113,0,0,0,0,1,7.111926710302926,14.1869918699187,-14.1869918699187
P12,Joystick,Center,2D,DT500,4,100.0,60.0,108.314476406538,10.821685188355575,4384,500,4885,0,0,2,1,2,15.25032342011547,13.180922326819072,-9.311188887390188
P12,Joystick,Center,2D,DT500,5,100.0,60.0,104.34563410088148,6.852842882698998,2193,512,2705,0,0,0,1,0,9.189126554772765,23.984201126081963,23.984201126081963
P12,Joystick,Center,2D,DT500,6,100.0,60.0,92.61815165727332,-4.874639560909112,6174,500,6675,0,1,2,2,1,23.212808517736818,20.19684029972373,-9.66927592349874
P12,Joystick,Center,2D,DT500,0,500.0,60.0,491.6694726181146,4.205516527202796,6910,500,7410,0,0,1,2,0,11.403291782593596,12.94102217236537,-10.006971723748066
P12,Joystick,Center,2D,DT500,1,500.0,60.0,485.7342915491425,-1.729664541769365,10674,503,11178,0,0,3,6,3,34.533499051431825,40.73597747491461,-36.71626429764135
P12,Joystick,Center,2D,DT500,2,500.0,60.0,502.2481717010008,14.784215610089014,15367,500,15867,0,0,2,3,2,17.856072380776357,17.66109708870308,12.255152743589932
P12,Joystick,Center,2D,DT500,3,500.0,60.0,518.7319780454559,31.2680219545441,6054,512,6566,0,0,0,0,0,2.991990887808852,4.37414965986398,-3.8979591836735135
P12,Joystick,Center,2D,DT500,4,500.0,60.0,490.1748924788143,2.710936387902456,17942,501,18444,0,0,1,1,4,48.63086272398303,81.58838427773901,79.96624506480227
P12,Joystick,Center,2D,DT500,5,500.0,60.0,482.7452425073687,-4.718713583543171,6072,500,6572,0,0,1,1,1,39.93736333852421,95.35280982816684,-94.934100220347
P12,Joystick,Center,2D,DT500,6,500.0,60.0,477.3544792775375,-10.109476813374304,6900,500,7400,0,0,0,3,2,15.562118467080584,36.21368000650884,36.21368000650884
P12,Joystick,Center,2D,DT500,0,250.0,40.0,243.29656655468943,-0.435411490766444,18548,500,19049,0,2,4,5,3,45.11085838278345,34.575012614781265,-13.263844147037998
P12,Joystick,Center,2D,DT500,1,250.0,40.0,256.598736796331,12.866758750875094,10002,503,10506,0,1,1,2,2,49.51091530396669,47.83388689310519,-32.26457582269727
P12,Joystick,Center,2D,DT500,2,250.0,40.0,229.2827583145624,-14.449219730893612,7787,508,8295,0,0,2,3,0,13.933192045748305,13.612607345280423,6.653498290299661
P12,Joystick,Center,2D,DT500,3,250.0,40.0,239.865989022728,-3.8659890227279567,2932,500,3432,0,0,2,2,1,9.01833354991024,10.349462365591398,7.241935483870964
P12,Joystick,Center,2D,DT500,4,250.0,40.0,258.6208456262197,14.888867580763767,4547,500,5048,0,0,0,0,0,1.654190034470332,8.139534780525052,8.139534780525052
P12,Joystick,Center,2D,DT500,5,250.0,40.0,248.4041661356074,4.672188090151433,8247,502,8750,0,0,1,5,2,15.948972551157349,14.084821182987293,7.073768973751337
P12,Joystick,Center,2D,DT500,6,250.0,40.0,242.25917568411828,-1.472802361337631,14788,506,15295,0,1,2,6,4,46.637187454699465,58.20568637608751,50.74164133894518
P12,Joystick,Center,2D,DT500,0,250.0,60.0,268.7503574339033,25.018379388447386,2812,503,3316,0,0,0,1,0,5.299367435137316,24.718650420413777,-24.718650420413777
P12,Joystick,Center,2D,DT500,1,250.0,60.0,254.8866090713641,11.154631025908197,5572,504,6077,0,0,1,2,2,21.11814658947508,33.74620562006591,-32.63378359819981
P12,Joystick,Center,2D,DT500,2,250.0,60.0,269.4279406941636,25.6959626487076,3315,510,3826,0,0,2,2,1,10.1805830309603,8.986789948025043,-4.397018960358514
P12,Joystick,Center,2D,DT500,3,250.0,60.0,258.8659890227279,15.13401097727202,7607,507,8114,0,1,1,2,2,62.54938615182983,55.33595800524935,3.146981627296588
P12,Joystick,Center,2D,DT500,4,250.0,60.0,271.16800699751894,27.43602895206298,2464,500,2964,0,0,1,1,0,15.39782848643138,19.364329312921296,-18.2398321462698
P12,Joystick,Center,2D,DT500,5,250.0,60.0,264.33772530502966,20.605747259573715,7135,510,7645,0,1,1,2,2,28.004574063740392,22.653194643547646,12.68287139871424
P12,Joystick,Center,2D,DT500,6,250.0,60.0,251.1712036513545,7.439225605898536,3002,501,3503,0,0,2,1,1,21.53991940693904,26.449297675148447,-24.499323701253022
P2,Joystick,Front,2D,DT500,0,500.0,40.0,495.84453778204136,8.380581691129539,4795,500,5295,0,0,1,0,0,5.207313230516637,4.193391306812256,1.0064723997493308
P2,Joystick,Front,2D,DT500,1,500.0,40.0,481.4985738550053,-5.965382235906587,4880,500,5381,0,0,1,2,0,18.06696658901127,16.157787677877565,0.5534435170093812
P2,Joystick,Front,2D,DT500,2,500.0,40.0,486.8652981673251,-0.5986579235866798,4848,500,5349,0,0,1,2,0,20.258941599330225,25.784526858933024,23.36284570867653
P2,Joystick,Front,2D,DT500,3,500.0,40.0,480.7319780454559,-6.731978045455912,4750,500,5251,0,0,0,0,0,4.247607925752181e-14,5.999999999999989,5.999999999999989
P2,Joystick,Front,2D,DT500,4,500.0,40.0,490.9785228511574,3.514566760245561,4904,500,5404,0,0,3,3,0,19.5504756170207,16.631579911488636,3.733773740031572
P2,Joystick,Front,2D,DT500,5,500.0,40.0,488.999894367113,1.5359382762011242,5373,500,5873,0,0,0,2,0,8.057577066492142,12.085133269761029,12.085133269761029
P2,Joystick,Front,2D,DT500,6,500.0,40.0,490.6112607614136,3.14730467050179,5325,500,5825,0,0,0,2,0,20.17688069109474,22.81891561502097,22.81891561502097
P2,Joystick,Front,2D,DT500,0,250.0,40.0,250.87346891818777,7.141490872731855,2657,500,3157,0,0,0,0,0,3.1120184336409964,7.622968707128385,-7.512745769083745
P2,Joystick,Front,2D,DT500,1,250.0,40.0,235.2219880113679,-8.509990034088048,3126,500,3626,0,0,0,1,0,3.461772699209546,9.826722491817655,-9.575465407486528
P2,Joystick,Front,2D,DT500,2,250.0,40.0,253.37650802025647,9.644529974800577,3027,500,3527,0,0,1,2,0,15.784731705668424,13.912599959717218,-2.0296111669042443
P2,Joystick,Front,2D,DT500,3,250.0,40.0,237.865989022728,-5.8659890227279305,4271,500,4771,0,0,0,0,0,3.513173624900261,7.738916256157634,7.738916256157634
P2,Joystick,Front,2D,DT500,4,250.0,40.0,253.5470463154782,9.815068270022255,2622,500,3122,0,0,2,1,0,13.365301720567786,14.6751484171864,11.94732091439247
P2,Joystick,Front,2D,DT500,5,250.0,40.0,246.68216149006204,2.950183444606057,3050,500,3550,0,0,1,1,0,10.906735778555776,13.281114293994277,-11.692765263302409
P2,Joystick,Front,2D,DT500,6,250.0,40.0,264.1206200249177,20.38864197946176,3182,500,3682,0,0,1,2,0,24.08011017921861,25.86305508281542,22.59830481948788
P2,Joystick,Front,2D,DT500,0,100.0,40.0,98.9015703892932,1.4087791711108046,4458,500,4958,0,1,1,2,2,18.09936827466418,18.29221522080845,8.639293687499634
P2,Joystick,Front,2D,DT500,1,100.0,40.0,87.62036652841267,-9.872424689769744,1735,500,2235,0,0,0,0,0,3.0038575357792663,8.50954160697374,-8.50954160697374
P2,Joystick,Front,2D,DT500,2,100.0,40.0,105.50969996038624,8.016908742203853,2370,500,2870,0,0,2,2,1,8.898545771191563,9.539319756822104,6.962478687539561
P2,Joystick,Front,2D,DT500,3,100.0,40.0,78.74639560909117,-18.746395609091223,4837,500,5338,0,0,0,1,1,4.807681744236075,5.543478260869565,5.391304347826087
P2,Joystick,Front,2D,DT500,4,100.0,40.0,102.50798084967325,5.015189631490813,969,500,1469,0,0,1,0,0,8.182798052514912,7.168934101913281,0.221178824393577
P2,Joystick,Front,2D,DT500,5,100.0,40.0,91.5591547024882,-5.933636515694273,6894,500,7395,0,2,4,4,1,12.750562806797443,11.477582210769512,-5.546547160263631
P2,Joystick,Front,2D,DT500,6,100.0,40.0,98.57338429285062,1.080593074668188,6156,500,6656,0,1,2,3,3,35.71604370192883,29.826525086463185,9.926710227364312
P2,Joystick,Front,2D,DT500,0,100.0,60.0,72.16548648758474,-25.327304730597664,1771,500,2272,0,0,1,0,0,8.865040061170737,13.791075847126406,12.727508545933588
P2,Joystick,Front,2D,DT500,1,100.0,60.0,90.57947385709704,-6.913317361085375,2045,500,2545,0,0,0,0,0,7.433007167954553,9.405047721035382,-9.07298123982272
P2,Joystick,Front,2D,DT500,2,100.0,60.0,111.58180663458944,14.089015416407054,1392,500,1893,0,0,1,1,0,7.330575751477759,10.165957128194098,-9.273501014593752
P2,Joystick,Front,2D,DT500,3,100.0,60.0,90.74639560909117,-6.746395609091222,1882,500,2383,0,0,0,1,0,5.321722977037699,9.584269662921349,9.51685393258427
P2,Joystick,Front,2D,DT500,4,100.0,60.0,96.33400433302552,-1.1587868851569043,1296,500,1797,0,0,1,0,0,4.925705599197953,5.210880676470167,-3.383918401625644
P2,Joystick,Front,2D,DT500,5,100.0,60.0,82.17717691287186,-15.315614305310634,1269,500,1769,0,0,1,1,0,6.1861197819252665,6.86555228024626,-5.0727460264248405
P2,Joystick,Front,2D,DT500,6,100.0,60.0,113.81203319620374,16.319241978021306,1074,500,1575,0,0,1,1,0,5.180413338739084,5.637831192971457,4.069287506123104
P2,Joystick,Front,2D,DT500,0,500.0,60.0,468.5145446458369,-18.949411445074915,4987,500,5488,0,0,1,3,0,11.283233894107424,16.18664474966637,15.663513906376558
P2,Joystick,Front,2D,DT500,1,500.0,60.0,485.5660729479548,-1.8978831429571,5737,500,6237,0,0,0,2,0,15.243403631589494,36.4578779427366,-36.4578779427366
P2,Joystick,Front,2D,DT500,2,500.0,60.0,475.785794961715,-11.67816112919676,6475,500,6975,0,0,1,2,0,27.910865885908155,33.28227144560499,30.06160899112774
P2,Joystick,Front,2D,DT500,3,500.0,60.0,468.731978045456,-18.731978045455843,6528,500,7029,0,0,0,0,0,2.535979235250553,3.672131147540941,2.8196721311474864
P2,Joystick,Front,2D,DT500,4,500.0,60.0,472.45659330121424,-15.00736278969757,4509,500,5009,0,0,2,2,0,18.22997197255758,15.521437472634968,-4.02251098007771
P2,Joystick,Front,2D,DT500,5,500.0,60.0,491.8500446180802,4.386088527168423,6672,500,7173,0,0,2,3,0,31.086627910842694,27.223450542955216,9.245252932573914
P2,Joystick,Front,2D,DT500,6,500.0,60.0,484.8993700459224,-2.5645860449894093,5255,500,5755,0,0,2,1,0,7.207458751382238,7.337901797402713,4.305825362899663
P2,Joystick,Front,2D,DT500,0,250.0,60.0,248.8707805125809,5.138802467125037,3049,500,3550,0,0,3,2,0,7.986672061995883,6.960211749025665,-0.7047905500285496
P2,Joystick,Front,2D,DT500,1,250.0,60.0,244.60396580098427,0.871987755528319,2736,500,3237,0,0,1,1,0,16.588439958116695,15.573626567544888,-2.5663479218246144
P2,Joystick,Front,2D,DT500,2,250.0,60.0,243.83333143311287,0.1013533876569209,3283,500,3783,0,0,1,1,0,14.3944206957171,24.95253113447357,-24.55373968666486
P2,Joystick,Front,2D,DT500,3,250.0,60.0,238.865989022728,-4.865989022727944,2607,500,3107,0,0,0,0,0,2.123265710984792,1.754237288135612,-0.4830508474576493
