Participant,Widget,Location,TaskType,SelectionMethod,Trial,A,W,Ae,dx,PT(ms),ST(ms),MT(ms),Errors,TRE,TAC,MDC,ODC,MV,ME,MO
P8,Vertical,Right,1D,DT500,4,500.0,40.0,510.0,10.0,6038,540,6578,0,1,0,0,3,4.3049235434149576e-14,3.9999999999999294,3.9999999999999294
P8,Vertical,Right,1D,DT500,5,500.0,40.0,512.0000000000001,12.00000000000006,4225,523,4748,0,0,0,0,0,3.9922881731050616e-14,4.000000000000063,4.000000000000063
P8,Vertical,Right,1D,DT500,6,500.0,40.0,508.0,7.999999999999971,5136,540,5677,0,0,0,0,2,4.2977338855498633e-14,3.999999999999933,3.999999999999933
P8,Vertical,Right,1D,DT500,0,100.0,40.0,89.0,-11.0,1050,524,1574,0,0,0,0,1,7.176078739028005e-15,3.999999999999985,3.999999999999985
P8,Vertical,Right,1D,DT500,1,100.0,40.0,91.0,-9.0,1286,511,1797,0,0,0,0,1,7.966915867139718e-15,4.000000000000016,4.000000000000016
P8,Vertical,Right,1D,DT500,2,100.0,40.0,83.0,-16.999999999999996,1139,522,1661,0,0,0,0,1,8.014959329185503e-15,3.999999999999985,3.999999999999985
P8,Vertical,Right,1D,DT500,3,100.0,40.0,94.0,-6.0,1320,507,1828,0,0,0,0,0,7.362898507450837e-15,4.000000000000018,4.000000000000018
P8,Vertical,Right,1D,DT500,4,100.0,40.0,98.0,-1.999999999999991,1442,524,1967,0,0,0,0,1,8.76126428144887e-15,3.999999999999985,3.999999999999985
P8,Vertical,Right,1D,DT500,5,100.0,40.0,92.0,-8.0,2850,503,3353,0,0,0,0,0,1.1206245687176122e-14,4.000000000000003,4.000000000000003
P8,Vertical,Right,1D,DT500,6,100.0,40.0,115.0,14.999999999999991,1090,505,1596,0,0,0,0,0,9.270311672553311e-15,3.999999999999985,3.999999999999985
P8,Vertical,Right,1D,DT500,0,100.0,60.0,120.0,20.00000000000001,1483,534,2017,0,0,0,0,0,1.0912033975492486e-14,3.999999999999989,3.999999999999989
P8,Vertical,Right,1D,DT500,1,100.0,60.0,114.0,14.000000000000009,1878,530,2408,0,0,0,0,1,1.3245174329047641e-14,4.000000000000004,4.000000000000004
P8,Vertical,Right,1D,DT500,2,100.0,60.0,89.0,-11.0,1469,535,2005,0,0,0,0,0,1.0420533831516591e-14,3.999999999999989,3.999999999999989
P8,Vertical,Right,1D,DT500,3,100.0,60.0,106.0,5.999999999999991,1168,516,1684,0,0,0,0,0,8.626463859881915e-15,4.000000000000014,4.000000000000014
P8,Vertical,Right,1D,DT500,4,100.0,60.0,106.0,5.999999999999991,1632,524,2157,0,0,0,0,1,1.06603681030015e-14,3.999999999999992,3.999999999999992
P8,Vertical,Right,1D,DT500,5,100.0,60.0,101.0,1.000000000000009,1738,528,2267,0,0,0,0,0,1.0347444477485734e-14,4.000000000000009,4.000000000000009
P8,Vertical,Right,1D,DT500,6,100.0,60.0,105.0,4.999999999999991,1591,502,2094,0,0,0,0,1,9.506975235380122e-15,3.999999999999989,3.999999999999989
P8,Vertical,Right,1D,DT500,0,500.0,60.0,502.0,2.0,7081,506,7588,0,0,0,0,0,4.0920016055509454e-14,3.999999999999945,3.999999999999945
P8,Vertical,Right,1D,DT500,1,500.0,60.0,514.0,14.0,4987,522,5510,0,0,0,0,0,4.309875404138916e-14,4.000000000000057,4.000000000000057
P8,Vertical,Right,1D,DT500,2,500.0,60.0,503.0,2.9999999999999707,4797,512,5310,0,0,0,0,1,4.220859599648836e-14,3.999999999999944,3.999999999999944
P8,Vertical,Right,1D,DT500,3,500.0,60.0,515.0000000000001,15.00000000000006,5188,538,5727,0,0,0,0,0,4.111252002885162e-14,4.000000000000053,4.000000000000053
P8,Vertical,Right,1D,DT500,4,500.0,60.0,502.0,2.0,5195,501,5697,0,0,0,0,1,4.3138636010964617e-14,3.999999999999949,3.999999999999949
P8,Vertical,Right,1D,DT500,5,500.0,60.0,510.0,10.0,4731,522,5253,0,0,0,0,0,4.1634763271670893e-14,4.000000000000057,4.000000000000057
P8,Vertical,Right,1D,DT500,6,500.0,60.0,504.0,4.0,4964,500,5464,0,0,0,0,1,4.260930822474664e-14,3.999999999999946,3.999999999999946
P8,Horizontal,Front,1D,DT500,0,100.0,60.0,104.0,4.0,1384,520,1904,0,0,0,0,1,1.0597811407469096e-14,1.2509210395654232e-14,-1.0861503793165074e-14
P8,Horizontal,Front,1D,DT500,1,100.0,60.0,80.0,-20.0,661,536,1197,0,0,0,0,1,8.06683923607666e-15,1.3946129306653804e-14,1.3871908288523662e-14
P8,Horizontal,Front,1D,DT500,2,100.0,60.0,79.0,-21.000000000000004,987,549,1536,0,0,0,0,3,5.286885606031917e-15,1.4352860486006983e-14,-1.4352860486006983e-14
P8,Horizontal,Front,1D,DT500,3,100.0,60.0,102.0,2.0,569,518,1088,0,0,0,0,1,7.38665282673375e-15,1.7185876748034524e-14,1.7185876748034524e-14
P8,Horizontal,Front,1D,DT500,4,100.0,60.0,125.0,25.0,698,534,1233,0,0,0,0,0,1.0189401762782864e-14,1.5206614254555424e-14,-1.517862232771777e-14
P8,Horizontal,Front,1D,DT500,5,100.0,60.0,103.0,3.0,853,516,1369,0,0,0,0,1,1.1353112472114652e-14,1.352622389658252e-14,1.1823964845767698e-14
P8,Horizontal,Front,1D,DT500,6,100.0,60.0,124.0,23.99999999999999,653,535,1188,0,0,0,0,1,9.989098359259354e-15,1.5564147501890912e-14,-1.5519614891012823e-14
P8,Horizontal,Front,1D,DT500,0,500.0,40.0,489.0,-11.0,6032,511,6544,0,1,0,0,3,4.447285915381444e-14,6.99999999999992,6.99999999999992
P8,Horizontal,Front,1D,DT500,1,500.0,40.0,495.00000000000006,-4.999999999999971,4945,500,5445,0,0,0,0,0,4.051117756790495e-14,7.000000000000083,7.000000000000083
P8,Horizontal,Front,1D,DT500,2,500.0,40.0,485.0,-14.999999999999972,6209,519,6728,0,2,0,0,2,6.010231274268522e-14,6.999999999999885,6.999999999999885
P8,Horizontal,Front,1D,DT500,3,500.0,40.0,493.0,-7.000000000000029,5923,505,6429,0,1,0,0,2,4.0250936986043846e-14,7.000000000000086,7.000000000000086
P8,Horizontal,Front,1D,DT500,4,500.0,40.0,492.0,-8.0,4424,505,4929,0,0,0,0,1,4.317308718902336e-14,6.999999999999916,6.999999999999916
P8,Horizontal,Front,1D,DT500,5,500.0,40.0,490.0,-10.0,4404,544,4948,0,0,0,0,1,4.6558202403228765e-14,7.000000000000084,7.000000000000084
P8,Horizontal,Front,1D,DT500,6,500.0,40.0,504.00000000000006,4.000000000000029,4762,511,5274,0,0,0,0,2,4.3880085190366666e-14,6.999999999999918,6.999999999999918
P8,Horizontal,Front,1D,DT500,0,500.0,60.0,503.0,2.9999999999999707,4312,519,4832,0,0,0,0,0,3.959456493395557e-14,6.999999999999931,6.999999999999931
P8,Horizontal,Front,1D,DT500,1,500.0,60.0,488.0,-12.000000000000028,4402,510,4912,0,0,0,0,1,3.953593878976764e-14,7.000000000000073,7.000000000000073
P8,Horizontal,Front,1D,DT500,2,500.0,60.0,498.0,-2.0,4009,515,4525,0,0,0,0,0,3.59111207676529e-14,6.9999999999999325,6.9999999999999325
P8,Horizontal,Front,1D,DT500,3,500.0,60.0,495.00000000000006,-4.999999999999971,4196,527,4724,0,0,0,0,0,3.65843766813196e-14,7.000000000000068,7.000000000000068
P8,Horizontal,Front,1D,DT500,4,500.0,60.0,475.0,-25.00000000000003,4411,536,4947,0,0,0,0,1,3.889275861626392e-14,6.999999999999927,6.999999999999927
P8,Horizontal,Front,1D,DT500,5,500.0,60.0,471.0,-29.0,3734,535,4270,0,0,0,0,1,3.546566889502527e-14,7.000000000000071,7.000000000000071
P8,Horizontal,Front,1D,DT500,6,500.0,60.0,464.0,-35.99999999999997,4074,530,4604,0,0,0,0,2,3.73243963750963e-14,6.999999999999928,6.999999999999928
P8,Horizontal,Front,1D,DT500,0,100.0,40.0,76.0,-24.000000000000004,1216,503,1720,1,0,0,0,1,1.0982895969236321e-14,6.999999999999996,6.999999999999996
P8,Horizontal,Front,1D,DT500,1,100.0,40.0,92.0,-8.0,1513,519,2032,0,0,0,0,2,1.1062190014748865e-14,7.000000000000004,7.000000000000004
P8,Horizontal,Front,1D,DT500,2,100.0,40.0,111.0,11.000000000000009,1489,527,2016,0,0,0,0,2,1.509229023710694e-14,7.0,7.0
P8,Horizontal,Front,1D,DT500,3,100.0,40.0,106.0,6.0,1279,505,1784,0,0,0,0,1,1.557974612692261e-14,7.0,7.0
P8,Horizontal,Front,1D,DT500,4,100.0,40.0,113.0,13.000000000000009,898,514,1413,0,0,0,0,1,1.0170838708679932e-14,6.9999999999999885,6.9999999999999885
P8,Horizontal,Front,1D,DT500,5,100.0,40.0,86.0,-14.0,1487,502,1990,0,0,0,0,1,1.4470566948990745e-14,7.0,7.0
P8,Horizontal,Front,1D,DT500,6,100.0,40.0,116.0,16.00000000000001,2707,532,3239,0,2,0,0,2,1.0544244402977416e-14,6.9999999999999885,6.9999999999999885
P8,Horizontal,Front,1D,DT500,0,250.0,40.0,246.0,-4.0,3579,509,4088,0,1,0,0,3,2.4983240109725764e-14,6.999999999999977,6.999999999999977
P8,Horizontal,Front,1D,DT500,1,250.0,40.0,262.0,12.0,1967,518,2486,0,0,0,0,1,2.3909768782457642e-14,7.000000000000047,7.000000000000047
P8,Horizontal,Front,1D,DT500,2,250.0,40.0,267.0,17.00000000000003,3288,536,3824,0,1,0,0,3,2.041554159453912e-14,6.99999999999996,6.99999999999996
P8,Horizontal,Front,1D,DT500,3,250.0,40.0,254.0,3.999999999999985,2152,502,2654,0,0,0,0,0,2.146037079394085e-14,7.000000000000037,7.000000000000037
P8,Horizontal,Front,1D,DT500,4,250.0,40.0,254.0,3.999999999999985,4870,521,5391,0,1,0,0,1,3.311369291180321e-14,6.999999999999937,6.999999999999937
P8,Horizontal,Front,1D,DT500,5,250.0,40.0,252.0,2.0,3560,502,4062,0,0,0,0,0,2.151690512600524e-14,7.000000000000039,7.000000000000039
P8,Horizontal,Front,1D,DT500,6,250.0,40.0,257.0,7.0,2329,518,2848,0,0,0,0,0,2.0022964598776905e-14,6.999999999999963,6.999999999999963
P8,Horizontal,Front,1D,DT500,0,250.0,60.0,217.0,-33.0,2397,541,2938,0,0,0,0,1,2.0054827905042303e-14,6.999999999999968,6.999999999999968
P8,Horizontal,Front,1D,DT500,1,250.0,60.0,252.0,2.0,2751,524,3276,0,0,0,0,0,1.6793384817138912e-14,7.000000000000036,7.000000000000036
P8,Horizontal,Front,1D,DT500,2,250.0,60.0,246.0,-4.0,2729,525,3255,0,0,0,0,0,1.9495718629914587e-14,6.999999999999965,6.999999999999965
P8,Horizontal,Front,1D,DT500,3,250.0,60.0,247.0,-3.0,2232,518,2750,0,0,0,0,0,1.9543289256021023e-14,7.000000000000036,7.000000000000036
P8,Horizontal,Front,1D,DT500,4,250.0,60.0,246.0,-4.0,2921,539,3461,0,0,0,0,0,1.8937983120275542e-14,6.999999999999966,6.999999999999966
P8,Horizontal,Front,1D,DT500,5,250.0,60.0,248.0,-2.0,2441,506,2947,0,0,0,0,0,1.8405758152996008e-14,7.000000000000036,7.000000000000036
P8,Horizontal,Front,1D,DT500,6,250.0,60.0,262.0,12.0,2209,532,2742,0,0,0,0,0,2.004149888543848e-14,6.9999999999999645,6.9999999999999645
P8,Joystick,Center,2D,DT500,0,250.0,60.0,249.11971773715885,5.387739691702936,2706,500,3207,0,0,1,1,0,4.545697965133121,3.613608633990775,-0.923291737316392
P8,Joystick,Center,2D,DT500,1,250.0,60.0,234.0889039456567,-9.64307409979924,3960,503,4463,0,0,2,3,0,12.490465292477442,11.372546117194084,9.355396407068076
P8,Joystick,Center,2D,DT500,2,250.0,60.0,238.20944351941824,-5.52253452603769,2617,500,3118,0,0,1,1,0,14.443285306228736,21.972136909028613,21.17009324999397
P8,Joystick,Center,2D,DT500,3,250.0,60.0,229.365989022728,-14.365989022727948,2826,500,3326,0,0,1,0,0,4.582238836167069,4.66,-2.4200000000000106
P8,Joystick,Center,2D,DT500,4,250.0,60.0,265.17663812404146,21.444660078585493,2497,510,3007,0,0,2,1,0,10.92551677617138,9.972649692329473,-2.8994618801463545
P8,Joystick,Center,2D,DT500,5,250.0,60.0,244.8067536241966,1.074775578740631,4723,500,5224,0,0,1,4,0,13.143211474776344,26.787347293674813,-26.4877586352594
P8,Joystick,Center,2D,DT500,6,250.0,60.0,255.42551768714603,11.6935396416901,4273,500,4773,0,0,1,2,0,15.37642561347643,22.3982118815304,-22.256641574597808
P8,Joystick,Center,2D,DT500,0,500.0,40.0,507.7605983576878,20.29664226677597,6159,500,6660,0,0,2,3,0,11.095965309866846,9.761522083837544,1.10608095087444
P8,Joystick,Center,2D,DT500,1,500.0,40.0,486.8179910119615,-0.6459650789503926,7077,502,7579,0,0,4,5,0,8.003071116715045,7.101505269240148,-2.042546612104722
P8,Joystick,Center,2D,DT500,2,500.0,40.0,497.99460345743614,10.530647366524358,8716,500,9217,0,1,2,2,1,21.93725172839985,27.93608918734289,25.27666285540948
P8,Joystick,Center,2D,DT500,3,500.0,40.0,483.231978045456,-4.231978045455847,4550,500,5051,0,0,0,0,0,5.109996846688622,6.979253112033195,6.979253112033195
P8,Joystick,Center,2D,DT500,4,500.0,40.0,474.60941130196846,-12.854544788943397,4991,501,5492,0,0,2,5,0,20.22575048654624,21.5731579196833,14.877519616587474
P8,Joystick,Center,2D,DT500,5,500.0,40.0,481.8297616457375,-5.63419444517438,5167,500,5667,0,0,0,2,0,14.907207579915903,24.125052441178944,24.085976528012864
P8,Joystick,Center,2D,DT500,6,500.0,40.0,482.5308886442677,-4.933067446644085,5037,500,5537,0,0,1,3,0,18.72503214564321,21.78298989387841,-17.786222096934086
P8,Joystick,Center,2D,DT500,0,100.0,40.0,86.59330052697737,-10.899490691205036,2440,500,2941,0,0,0,1,0,10.161035653136569,23.96731213700402,-23.96731213700402
P8,Joystick,Center,2D,DT500,1,100.0,40.0,83.25099945511232,-14.2417917630701,9641,500,10141,0,0,0,2,1,17.46264918844499,32.21315980478781,-32.21315980478781
P8,Joystick,Center,2D,DT500,2,100.0,40.0,108.59668821871011,11.103897000527722,1406,508,1914,0,0,1,0,0,8.045685518494878,6.456064231674158,1.5243341134205997
P8,Joystick,Center,2D,DT500,3,100.0,40.0,101.24639560909117,3.7536043909087824,2775,500,3276,0,0,0,0,0,8.22586145239156,5.709677419354839,5.709677419354839
P8,Joystick,Center,2D,DT500,4,100.0,40.0,99.18631719023564,1.6935259720532558,2363,500,2863,0,0,0,1,1,10.37337511537556,19.88256666839892,-19.84399922492181
P8,Joystick,Center,2D,DT500,5,100.0,40.0,115.76136143697252,18.268570218790053,7153,500,7654,0,1,2,4,1,24.06918774250466,21.98772248957549,13.347679744014652
P8,Joystick,Center,2D,DT500,6,100.0,40.0,112.45049130184424,14.957700083661816,2448,500,2948,0,0,0,1,0,2.5299648506169965,2.04278380110077,0.5927954711814879
P8,Joystick,Center,2D,DT500,0,500.0,60.0,487.8169982461388,0.3530421552269194,5073,500,5574,0,0,0,0,0,4.343757360866821,14.01563129740135,-14.01563129740135
P8,Joystick,Center,2D,DT500,1,500.0,60.0,476.3374983786584,-11.126457712253432,5312,500,5812,0,0,0,1,0,16.61759603416685,23.174244638934496,-22.79217546934261
P8,Joystick,Center,2D,DT500,2,500.0,60.0,498.7605010932267,11.29654500231494,7325,501,7826,0,0,3,2,0,17.588146070467698,15.522860542695858,6.201388654268064
P8,Joystick,Center,2D,DT500,3,500.0,60.0,483.2319780454559,-4.231978045455877,5167,500,5667,0,0,0,0,0,2.7847751480557592e-14,4.000000000000045,-4.000000000000045
P8,Joystick,Center,2D,DT500,4,500.0,60.0,494.0632454360386,6.599289345126788,5780,500,6280,0,0,1,3,0,8.595465994537333,6.873138057418879,2.5622249551773324
P8,Joystick,Center,2D,DT500,5,500.0,60.0,501.99903850929695,14.535082418385114,5462,511,5974,0,0,2,3,0,7.331889833223515,6.031871944382353,0.5791644756739047
P8,Joystick,Center,2D,DT500,6,500.0,60.0,490.0229468314093,2.558990740497587,5237,500,5737,0,0,2,2,0,39.68657685558683,41.21854690465296,-29.25426574499256
P8,Joystick,Center,2D,DT500,0,100.0,60.0,119.9633704751157,22.47057925693329,2540,500,3040,0,0,0,2,1,14.91541714639363,20.913327451131973,-20.683171305967807
P8,Joystick,Center,2D,DT500,1,100.0,60.0,85.2798105412978,-12.212980676884609,3188,500,3689,0,0,1,1,0,11.508103854790107,16.615633188488303,-15.236794715589802
P8,Joystick,Center,2D,DT500,2,100.0,60.0,96.74902170386684,-0.7437695143155619,2275,500,2775,0,0,1,2,0,11.270336090549172,16.585352995639358,-15.279125109160333
P8,Joystick,Center,2D,DT500,3,100.0,60.0,96.24639560909117,-1.246395609091225,1890,500,2391,0,0,2,1,0,8.509323360419296,7.1020408163265305,0.0612244897959134
P8,Joystick,Center,2D,DT500,4,100.0,60.0,107.72892074047498,10.236129522292584,2944,507,3452,0,0,1,2,2,6.538583261929678,11.630153549591808,11.011896772207274
P8,Joystick,Center,2D,DT500,5,100.0,60.0,98.28389314377108,0.7911019255886149,1375,500,1875,0,0,2,1,0,11.688884376266842,10.537288623495488,-0.9599665801030172
P8,Joystick,Center,2D,DT500,6,100.0,60.0,89.15788657196687,-8.334904646215568,2374,500,2875,0,0,2,1,1,5.5899527390955726,4.711779275484286,-2.706449114221692
P8,Joystick,Center,2D,DT500,0,250.0,40.0,254.1320340556677,10.40005601021178,2962,500,3462,0,0,1,3,0,8.007823284681846,7.065298675642032,2.677223148601684
P8,Joystick,Center,2D,DT500,1,250.0,40.0,252.53617616367083,8.804198118214892,4757,500,5258,0,0,1,2,0,18.79223972808209,31.784891111202462,-31.56077961245432
P8,Joystick,Center,2D,DT500,2,250.0,40.0,252.6936138586342,8.961635813178239,2831,500,3332,0,0,1,2,0,13.327015396833534,15.627351405598478,12.087114707477456
P8,Joystick,Center,2D,DT500,3,250.0,40.0,241.365989022728,-2.365989022727954,6458,500,6959,0,0,2,1,1,10.888730577253668,8.924324324324328,-1.3459459459459724
P8,Joystick,Center,2D,DT500,4,250.0,40.0,240.2151209401121,-3.516857105343862,2713,504,3217,0,0,2,3,0,8.965567358450802,10.139971972052187,-7.213760975635074
P8,Joystick,Center,2D,DT500,5,250.0,40.0,239.99693073109293,-3.735047314363032,3868,503,4371,0,0,2,2,0,18.493291557402188,17.056182542053108,4.893113457138377
P8,Joystick,Center,2D,DT500,6,250.0,40.0,227.4919849392994,-16.239993106156508,4218,500,4718,0,0,0,1,1,12.41885889797232,19.58205644334253,-19.58205644334253
P8,Joystick,Rear,2D,DT500,0,250.0,40.0,240.73757581419187,-2.9944022312640604,7814,500,8314,0,0,1,2,2,19.297760813129017,15.193862723142397,-13.618280905240876
P8,Joystick,Rear,2D,DT500,1,250.0,40.0,257.7120670208854,13.980088975429435,10409,500,10909,0,0,3,8,3,25.76297352401585,23.165315924694543,14.474361117215132
P8,Joystick,Rear,2D,DT500,2,250.0,40.0,242.94896326004408,-0.7830147854118655,6586,500,7086,0,0,3,5,1,29.08050782428991,24.79431685337208,0.0647737559368188
P8,Joystick,Rear,2D,DT500,3,250.0,40.0,223.365989022728,-20.36598902272796,6671,500,7171,0,0,1,2,1,7.951970305655602,8.409836065573769,6.049180327868851
P8,Joystick,Rear,2D,DT500,4,250.0,40.0,233.4744551256776,-10.257522919778348,8479,500,8980,0,1,2,3,1,11.168464275395827,9.502202399926125,-0.0863423502326021
P8,Joystick,Rear,2D,DT500,5,250.0,40.0,244.3218516617903,0.5898736163343213,4976,500,5476,0,0,1,2,0,27.649804274678885,39.92916599959985,35.716850415704826
P8,Joystick,Rear,2D,DT500,6,250.0,40.0,253.4020082954094,9.670030249953465,2524,500,3025,0,0,2,1,0,16.036688243932687,16.343274501248512,-10.845991364515609
P8,Joystick,Rear,2D,DT500,0,500.0,60.0,478.2902400582768,-9.173716032635031,4779,500,5280,0,0,3,3,0,12.272421092868406,11.187784059209475,2.002784545133381
P8,Joystick,Rear,2D,DT500,1,500.0,60.0,466.5397570706849,-20.92419902022691,7658,500,8158,0,0,0,3,0,10.636448847885475,24.60833534126096,-24.60833534126096
P8,Joystick,Rear,2D,DT500,2,500.0,60.0,478.9059846097061,-8.557971481205627,6575,501,7077,0,0,1,2,0,6.675609593706637,5.740822186224782,3.32054473685065
P8,Joystick,Rear,2D,DT500,3,500.0,60.0,469.2319780454559,-18.231978045455904,6479,500,6980,0,0,0,0,1,0.3819676749188659,2.069364161849768,-2.069364161849768
P8,Joystick,Rear,2D,DT500,4,500.0,60.0,494.1651152784832,6.701159187571314,7133,500,7633,0,0,0,1,0,18.67916461810187,36.00830322307552,35.932969956837184
P8,Joystick,Rear,2D,DT500,5,500.0,60.0,481.80013088400216,-5.6638252069096895,5359,500,5859,0,0,1,1,0,14.29891974089618,13.297625503954308,-8.004740481713768
P8,Joystick,Rear,2D,DT500,6,500.0,60.0,473.1418072140056,-14.322148876906232,6909,500,7410,0,0,1,1,0,11.911515070629235,19.84604784267433,-16.66785154768103
P8,Joystick,Rear,2D,DT500,0,500.0,40.0,485.983998193245,-1.479957897666776,6015,500,6516,0,1,4,4,2,22.34616570064121,19.743927926984256,-8.40045152813122
P8,Joystick,Rear,2D,DT500,1,500.0,40.0,482.12700211715327,-5.336953973758584,4656,500,5157,0,0,1,3,0,13.217561005810424,11.495641129173832,-0.6036240739342821
P8,Joystick,Rear,2D,DT500,2,500.0,40.0,483.4108289492183,-4.053127141693487,6318,501,6819,0,0,0,4,0,12.171099925638204,14.850203399409942,14.49016140513456
P8,Joystick,Rear,2D,DT500,3,500.0,40.0,476.2319780454559,-11.23197804545586,5867,500,6368,0,0,0,0,0,0.9934698738706976,1.0189274447949963,-1.0189274447949963
P8,Joystick,Rear,2D,DT500,4,500.0,40.0,497.2687042316407,9.804748140728876,5036,500,5537,0,0,1,1,0,12.553711501946273,13.106181746365584,12.10898016828314
P8,Joystick,Rear,2D,DT500,5,500.0,40.0,492.1617895190096,4.69783342809779,6292,500,6792,0,0,0,2,0,14.902299007307713,35.650091766757164,-35.59916314034299
P8,Joystick,Rear,2D,DT500,6,500.0,40.0,505.176751558406,17.712795467494157,7504,500,8004,0,1,0,5,1,10.1220103099319,21.359319805504484,-21.359319805504484
P8,Joystick,Rear,2D,DT500,0,250.0,60.0,252.34067597503363,8.608697929577708,3949,500,4450,0,0,1,3,0,13.1056452069585,13.619610919903876,6.898849614682971
P8,Joystick,Rear,2D,DT500,1,250.0,60.0,230.5260606562705,-13.205917389185448,2981,500,3481,0,0,2,2,0,26.717698249583147,28.457562090845727,23.301667133993703
P8,Joystick,Rear,2D,DT500,2,250.0,60.0,239.34508778843443,-4.386890257021525,2522,500,3023,0,0,1,2,0,12.50508920878825,12.784585853474658,7.870950970655696
P8,Joystick,Rear,2D,DT500,3,250.0,60.0,255.365989022728,11.634010977272071,6286,500,6786,0,0,0,0,1,3.5583963961572413,13.38047138047138,13.38047138047138
P8,Joystick,Rear,2D,DT500,4,250.0,60.0,240.0823153814429,-3.6496626640130527,2536,505,3041,0,0,1,2,0,7.13846170409728,9.230568538511644,8.465701830622018
P8,Joystick,Rear,2D,DT500,5,250.0,60.0,220.47089751054912,-23.26108053490685,4467,500,4968,0,0,0,4,0,13.242842046484382,19.135074479970395,-18.90748283295449
P8,Joystick,Rear,2D,DT500,6,250.0,60.0,255.2558293344329,11.523851288976978,2570,500,3071,0,0,0,2,0,7.761044901423705,18.627962955321934,-18.627962955321934
P8,Joystick,Rear,2D,DT500,0,100.0,60.0,96.8724656930648,-0.6203255251176057,1283,500,1784,0,0,0,1,0,8.907497968946993,15.905265941612772,-15.905265941612772
P8,Joystick,Rear,2D,DT500,1,100.0,60.0,87.77376974873275,-9.719021469449672,1741,500,2241,0,0,0,1,2,18.994678704522205,32.79404350766186,32.719908739577306
P8,Joystick,Rear,2D,DT500,2,100.0,60.0,104.89094290465592,7.398151686473521,1679,500,2180,0,0,1,1,0,5.190940155302474,5.093123190756453,-2.777317104768497
P8,Joystick,Rear,2D,DT500,3,100.0,60.0,95.24639560909117,-2.2463956090912207,3294,500,3794,0,0,0,0,1,5.538900445636568e-15,1.0000000000000084,-1.0000000000000084
P8,Joystick,Rear,2D,DT500,4,100.0,60.0,123.24686550626254,25.754074288080147,1490,502,1992,0,0,0,1,0,13.828406810677976,21.51494025727129,-21.41111758151148
P8,Joystick,Rear,2D,DT500,5,100.0,60.0,98.89750602505136,1.4047148068689057,2311,500,2812,0,0,2,3,1,18.382491842136247,14.963696203213267,4.0698706187676335
P8,Joystick,Rear,2D,DT500,6,100.0,60.0,107.37415179310862,9.881360574926193,1912,508,2421,0,0,2,1,0,10.653148799889498,10.034515271168326,5.26049779029482
P8,Joystick,Rear,2D,DT500,0,100.0,40.0,92.86708888185116,-4.625702336331251,3493,505,3998,0,1,2,2,1,12.130967449909908,10.9761545757272,-3.255773490888876
P8,Joystick,Rear,2D,DT500,1,100.0,40.0,91.37612072043277,-6.116670497749666,5167,500,5667,0,1,3,2,2,19.624467464364777,18.77088036221499,8.615723844589116
P8,Joystick,Rear,2D,DT500,2,100.0,40.0,97.81599752010575,0.3232063019233733,2345,501,2846,0,0,0,2,0,4.2701730502446695,11.889877865933476,-11.889877865933476
P8,Joystick,Rear,2D,DT500,3,100.0,40.0,97.24639560909117,-0.2463956090912197,1399,500,1900,0,0,0,0,0,2.462002725178912,7.705882352941177,-7.705882352941177
P8,Joystick,Rear,2D,DT500,4,100.0,40.0,103.79076569874964,6.2979744805672695,2552,500,3053,0,0,0,1,1,9.36858264246201,21.067668874803783,-21.067668874803783
P8,Joystick,Rear,2D,DT500,5,100.0,40.0,94.70129601322796,-2.79149520495449,3128,500,3629,0,0,0,2,0,6.711666623659348,9.90251903595395,-8.978944209959659
P8,Joystick,Rear,2D,DT500,6,100.0,40.0,110.86083316903668,13.368041950854243,2717,500,3218,0,0,2,3,1,13.637322097219368,15.094214740541318,-13.402151785790265
P8,Vertical,Center,1D,DT500,0,500.0,40.0,497.0,-3.0000000000000293,4534,518,5052,0,0,0,0,1,4.2440705492804196e-14,11.999999999999952,11.999999999999952
P8,Vertical,Center,1D,DT500,1,500.0,40.0,514.0000000000001,14.00000000000006,4304,535,4839,0,0,0,0,1,4.0557799892016514e-14,12.00000000000006,12.00000000000006
P8,Vertical,Center,1D,DT500,2,500.0,40.0,502.0,1.999999999999971,5719,516,6236,0,1,0,0,3,4.0974769771716926e-14,11.99999999999993,11.99999999999993
P8,Vertical,Center,1D,DT500,3,500.0,40.0,514.0000000000001,14.00000000000006,4465,515,4980,0,0,0,0,1,4.074710807726318e-14,12.000000000000078,12.000000000000078
P8,Vertical,Center,1D,DT500,4,500.0,40.0,481.0,-19.0,7004,519,7523,0,3,0,0,4,4.70280022085455e-14,11.999999999999924,11.999999999999924
P8,Vertical,Center,1D,DT500,5,500.0,40.0,519.0,19.0,4770,508,5279,0,0,0,0,0,4.719269251773095e-14,12.000000000000036,12.000000000000036
P8,Vertical,Center,1D,DT500,6,500.0,40.0,507.0,6.999999999999971,7325,507,7833,0,1,0,0,2,5.6210538012740267e-14,11.999999999999956,11.999999999999956
P8,Vertical,Center,1D,DT500,0,250.0,40.0,235.0,-15.000000000000014,1980,518,2498,0,0,0,0,1,3.713779369910547e-14,19.0,19.0
P8,Vertical,Center,1D,DT500,1,250.0,40.0,257.0,7.0,3399,519,3918,0,0,0,0,0,3.2666705693730226e-14,19.000000000000004,19.000000000000004
P8,Vertical,Center,1D,DT500,2,250.0,40.0,262.0,12.0,2880,546,3427,0,0,0,0,1,3.5347214211075454e-14,19.0,19.0
